target,n_bits,shots,sim_time_s,l2_error
cudaq-gpu,9,2048,0.0283706790005453,0.0229128285286134
cudaq-gpu,10,2048,0.0307996900000944,0.0228294330616425
cudaq-gpu,11,2048,0.0373599060003471,0.0222154554024947
cudaq-gpu,12,2048,0.0343930240005647,0.0225139489910127
cudaq-gpu,13,2048,0.0358501229993635,0.0218911247768163
cudaq-gpu,14,2048,0.0385801840002386,0.0221294320187981
cudaq-gpu,15,2048,0.0458571669996672,0.0222047207048868
cudaq-gpu,16,2048,0.0440630260000034,0.0220214302417571
cudaq-gpu,17,2048,0.0467351490005967,0.0221294320187981
cudaq-gpu,18,2048,0.0505064480003056,0.0220646943900293
cudaq-gpu,19,2048,0.0601462550002906,0.0221186555720822
cudaq-gpu,20,2048,0.0576771630003349,0.0220862946833957
cudaq-gpu,21,2048,0.0628536160002113,0.0220970869120796
cudaq-gpu,22,2048,0.0717045170003984,0.0221024810503052
cudaq-gpu,23,2048,0.0920094720004272,0.0221051776258109
cudaq-gpu,24,2048,0.1116478220001226,0.0220957381717657
cudaq-gpu,25,2048,0.1637284369999179,0.0220964125522133
cudaq-gpu,26,2048,0.2593882860001031,0.022096749734719
cudaq-gpu,27,2048,0.4592140320000908,0.0220969183240424
cudaq-gpu,28,2048,0.8368846439998379,0.0220970026182218
cudaq-gpu,3,4096,0.019995067000309,0.0181749536820651
cudaq-gpu,4,4096,0.0237899529993228,0.0163920022769477
cudaq-gpu,5,4096,0.0421151800001098,0.0169989210796183
cudaq-gpu,6,4096,0.02896833900013,0.0151091293425447
cudaq-gpu,7,4096,0.0300017689996821,0.014632152406027
cudaq-gpu,8,4096,0.0311312660005569,0.0144600516552352
cudaq-gpu,9,4096,0.0441488719998233,0.015590629922939
cudaq-gpu,10,4096,0.0395215990001815,0.0152231028008983
cudaq-gpu,11,4096,0.0383061339998676,0.0159683646736014
cudaq-gpu,12,4096,0.0372269449999294,0.0157428114698764
cudaq-gpu,13,4096,0.0466471569998248,0.0157124930758828
cudaq-gpu,14,4096,0.0422817050002777,0.015575329988024
cudaq-gpu,15,4096,0.0599403239993989,0.015625
cudaq-gpu,16,4096,0.0486804649999612,0.015625
cudaq-gpu,17,4096,0.0593942619998415,0.0156516801023677
cudaq-gpu,18,4096,0.0530563519996576,0.0156821160671403
cudaq-gpu,19,4096,0.0557135459994242,0.0156059148579071
cudaq-gpu,20,4096,0.0594751380003799,0.015632627532795
cudaq-gpu,21,4096,0.0735673040007895,0.0156173687419135
cudaq-gpu,22,4096,0.0720121409995044,0.015625
cudaq-gpu,23,4096,0.0861253439998108,0.015625
cudaq-gpu,24,4096,0.1136149459998705,0.0156269072322316
cudaq-gpu,25,4096,0.1741040389997579,0.0156278607610626
cudaq-gpu,26,4096,0.2602062189998833,0.0156245231555656
cudaq-gpu,27,4096,0.4397668560004604,0.0156247615796018
cudaq-gpu,28,4096,0.8403421470002286,0.0156248807902556
cudaq-gpu,3,8192,0.0289304850002736,0.007724263681424
cudaq-gpu,4,8192,0.0263879329995688,0.0086712893726455
cudaq-gpu,5,8192,0.0264532769997458,0.0100824462143087
cudaq-gpu,6,8192,0.0261107010001069,0.0111812674780805
cudaq-gpu,7,8192,0.0330989479998606,0.0122800550194914
cudaq-gpu,8,8192,0.0299334149995047,0.0106264292933693
cudaq-gpu,9,8192,0.0301528459995097,0.011139877486865
cudaq-gpu,10,8192,0.0316897060001792,0.011169266829783
cudaq-gpu,11,8192,0.0407763680004791,0.0110633691995822
cudaq-gpu,12,8192,0.036428593999517,0.0111945864434671
cudaq-gpu,13,8192,0.0604031659995598,0.0109809014375239
cudaq-gpu,14,8192,0.0480998180000824,0.0109510065878934
cudaq-gpu,15,8192,0.0510341010003685,0.0110188321253874
cudaq-gpu,16,8192,0.0491945309995571,0.0110674091373468
cudaq-gpu,17,8192,0.0520046320007168,0.0110336977914811
cudaq-gpu,18,8192,0.0566558829996211,0.0110566326896721
cudaq-gpu,19,8192,0.0691854540000349,0.011064716009399
cudaq-gpu,20,8192,0.0635611429997879,0.0110539369362029
cudaq-gpu,21,8192,0.0695930230003796,0.0110444966174487
cudaq-gpu,22,8192,0.0769000969994522,0.0110458457283824
cudaq-gpu,23,8192,0.100452590999339,0.0110498920728841
cudaq-gpu,24,8192,0.1161812509999435,0.0110471946745593
cudaq-gpu,25,8192,0.1677490459996988,0.0110471946745593
cudaq-gpu,26,8192,0.2673895150001044,0.0110478690858828
cudaq-gpu,27,8192,0.4881358100001307,0.0110482062761066
cudaq-gpu,28,8192,0.8651458020003702,0.0110483748673595
cudaq-gpu,3,16384,0.0278230610001628,0.0061739104572274
cudaq-gpu,4,16384,0.0281712810001408,0.0090628472623391
cudaq-gpu,5,16384,0.036858655999822,0.0085653877400797
cudaq-gpu,6,16384,0.0325917000000117,0.0082535239987337
cudaq-gpu,7,16384,0.0311806999998225,0.0076710289762524
cudaq-gpu,8,16384,0.0318924240000342,0.007717026027636
cudaq-gpu,9,16384,0.0403595389998372,0.0075075723250414
cudaq-gpu,10,16384,0.0364788329998191,0.0076753984118009
cudaq-gpu,11,16384,0.0376234659997862,0.00774978258997
cudaq-gpu,12,16384,0.0386209829994186,0.0078964491396864
cudaq-gpu,13,16384,0.0521341840003515,0.0078120231482889
cudaq-gpu,14,16384,0.0486956479999207,0.0077622706270345
cudaq-gpu,15,16384,0.0501638249997995,0.007819172870474
cudaq-gpu,16,16384,0.0574377780003487,0.0077833585831302
cudaq-gpu,17,16384,0.0761313809998682,0.0078091614265439
cudaq-gpu,18,16384,0.0690940140002567,0.0078082072862231
cudaq-gpu,19,16384,0.0704145039999275,0.007804866876536
cudaq-gpu,20,16384,0.0709163220008122,0.0077996147708642
cudaq-gpu,21,16384,0.0935028089998013,0.007815360499272
cudaq-gpu,22,16384,0.0885013709994382,0.007815360499272
cudaq-gpu,23,16384,0.0998494230007054,0.0078086843709567
cudaq-gpu,24,16384,0.1293071189993497,0.0078144071158589
cudaq-gpu,25,16384,0.1969523009993281,0.0078129768226071
cudaq-gpu,26,16384,0.2759735149993503,0.0078115462674688
cudaq-gpu,27,16384,0.4550438779997421,0.0078134536161158
cudaq-gpu,28,16384,0.8689206019998892,0.0078122615777828
cudaq-gpu,3,32768,0.0422058529993591,0.004258049774558
cudaq-gpu,4,32768,0.0328323620005903,0.0034103308214597
cudaq-gpu,5,32768,0.032672700999683,0.0051506945998085
cudaq-gpu,6,32768,0.0329682579995278,0.0057252798478472
cudaq-gpu,7,32768,0.0426482270004271,0.0056767617289124
cudaq-gpu,8,32768,0.0434791260004203,0.0055684336935306
cudaq-gpu,9,32768,0.0382305330003873,0.0056806977749591
cudaq-gpu,10,32768,0.0410780610000074,0.0055180304687885
cudaq-gpu,11,32768,0.0563272700001107,0.0055610698082906
cudaq-gpu,12,32768,0.0501308520006205,0.0055811302466963
cudaq-gpu,13,32768,0.0524905539996325,0.0055139783070752
cudaq-gpu,14,32768,0.0576431279996541,0.0055474880040964
cudaq-gpu,15,32768,0.0734803750001447,0.0054943507290294
cudaq-gpu,16,32768,0.0930539210003189,0.0055389194120318
cudaq-gpu,17,32768,0.0868196740002531,0.0055087398532941
cudaq-gpu,18,32768,0.0893703259998801,0.0055239345429414
cudaq-gpu,19,32768,0.1231962199999543,0.0055214049985002
cudaq-gpu,20,32768,0.0984669729996312,0.0055261258781936
cudaq-gpu,21,32768,0.0982887649997792,0.0055298323134544
cudaq-gpu,22,32768,0.1059309940001185,0.0055267999603964
cudaq-gpu,23,32768,0.1757989919997271,0.0055237659426836
cudaq-gpu,24,32768,0.1667724589997306,0.0055237659426836
cudaq-gpu,25,32768,0.2165595830001621,0.0055235973372796
cudaq-gpu,26,32768,0.3063623220004956,0.0055241031380533
cudaq-gpu,27,32768,0.5168469179998283,0.0055242717280199
cudaq-gpu,28,32768,0.900933212000382,0.0055242717280199
cudaq-gpu,3,65536,0.0403362279994325,0.0035603041866958
cudaq-gpu,4,65536,0.0397921819994735,0.0048083347340663
cudaq-gpu,5,65536,0.0532799630000226,0.0033690494027434
cudaq-gpu,6,65536,0.0456434020006781,0.003699996781831
cudaq-gpu,7,65536,0.0440063960004408,0.0037237073129023
cudaq-gpu,8,65536,0.0434361170000556,0.0038691788179995
cudaq-gpu,9,65536,0.0536460109997278,0.0039095268810051
cudaq-gpu,10,65536,0.0489048370000091,0.0039039247267711
cudaq-gpu,11,65536,0.0499823190002644,0.0038882676110345
cudaq-gpu,12,65536,0.0517753909998646,0.0039342236246586
cudaq-gpu,13,65536,0.0655827629998384,0.0038904825513875
cudaq-gpu,14,65536,0.0660479289999784,0.0038730281496581
cudaq-gpu,15,65536,0.0710840859992458,0.0039249212357338
cudaq-gpu,16,65536,0.1031611799999154,0.0039232005466688
cudaq-gpu,17,65536,0.1309478860002855,0.0039085738898868
cudaq-gpu,18,65536,0.1246465960002751,0.0039073823241345
cudaq-gpu,19,65536,0.1255313540004863,0.0039018367632743
cudaq-gpu,20,65536,0.132615135999913,0.0039077398320106
cudaq-gpu,21,65536,0.1747733219999645,0.0039075610821611
cudaq-gpu,22,65536,0.1568869129996528,0.0039081568831987
cudaq-gpu,23,65536,0.1637020629996186,0.0039061903949004
cudaq-gpu,24,65536,0.2170166220003011,0.0039064884113035
cudaq-gpu,25,65536,0.2891719050003303,0.0039061903949004
cudaq-gpu,26,65536,0.3595769970006586,0.00390625
cudaq-gpu,27,65536,0.5427557510001861,0.0039060115741444
cudaq-gpu,28,65536,0.9468783370002712,0.0039063692074706
cudaq-gpu,3,131072,0.0853869209995537,0.0021762906407938
cudaq-gpu,4,131072,0.0589422000002741,0.0031325517246225
cudaq-gpu,5,131072,0.0611056779998762,0.0031610009605195
cudaq-gpu,6,131072,0.0627022759999818,0.0029540834347507
cudaq-gpu,7,131072,0.0702498419996118,0.0026785368895858
cudaq-gpu,8,131072,0.0652610839997578,0.0025806081618699
