n_bits,shots,sim_time_s,throughput,l2_error,backend,init,method
8,262144,0.09934767299273517,2638652.6438235687,0.044239342699937644,GPU,ghz,statevector
9,262144,0.1044270120037254,2510308.3480991307,0.03136880557072088,GPU,ghz,statevector
10,262144,0.1314223450026475,1994668.4104192413,0.02218128735869874,GPU,ghz,statevector
11,262144,0.12988383699848782,2018295.7791973148,0.015753648551991718,GPU,ghz,statevector
12,262144,0.12651104699762072,2072103.6322221735,0.011217722968031722,GPU,ghz,statevector
13,262144,0.13795641201431863,1900194.38873774,0.008059855022183302,GPU,ghz,statevector
14,262144,0.15770826301013585,1662208.4030127965,0.005864220840629771,GPU,ghz,statevector
15,262144,0.18041561500285752,1453000.617467884,0.004366450529706686,GPU,ghz,statevector
16,262144,0.2116585110052256,1238523.3117014982,0.0033810787576009573,GPU,ghz,statevector
17,262144,0.26362001000961754,994400.9940309019,0.002766052743732449,GPU,ghz,statevector
18,262144,0.2913443149882369,899773.8638235799,0.0023877506308203045,GPU,ghz,statevector
19,262144,0.4309128759923624,608345.7111749111,0.0021839133516668207,GPU,ghz,statevector
20,262144,0.3881788689905079,675317.5428681312,0.0020698590951740785,GPU,ghz,statevector
21,262144,0.4502814730076352,582178.0724155065,0.00201480306132775,GPU,ghz,statevector
22,262144,0.5103481520054629,513657.1945443117,0.0019848379788070473,GPU,ghz,statevector
23,262144,0.6450987279968103,406362.60563405755,0.001967932775118648,GPU,ghz,statevector
24,262144,0.9657351320056478,271445.0280539933,0.0019608211877036926,GPU,ghz,statevector
25,262144,1.6000594200013438,163833.91561782113,0.0019575159068560524,GPU,ghz,statevector
26,262144,2.934009425996919,89346.6795563987,0.0019551356218555065,GPU,ghz,statevector
27,262144,5.70282556899474,45967.38876693526,0.0019542050355684857,GPU,ghz,statevector
3,524288,0.17400108500442002,3013130.6364364447,0.25046365758461997,GPU,ghz,statevector
4,524288,0.17654620700341184,2969692.801102591,0.17667769737124212,GPU,ghz,statevector
5,524288,0.18766291700012516,2793775.1814848445,0.12515303007753284,GPU,ghz,statevector
6,524288,0.20257469700300135,2588121.852119725,0.08835287790966188,GPU,ghz,statevector
7,524288,0.2151416499982588,2436943.2883137376,0.06261913172294593,GPU,ghz,statevector
8,524288,0.21973643801175058,2385985.7051654006,0.04424151551597849,GPU,ghz,statevector
9,524288,0.2305107419961132,2274462.332904383,0.031257626601245356,GPU,ghz,statevector
10,524288,0.23208621199592017,2259022.6084142234,0.022069973311360264,GPU,ghz,statevector
11,524288,0.2612078050005948,2007168.2008078054,0.015663136056263533,GPU,ghz,statevector
12,524288,0.258892890997231,2025115.475285907,0.011124109525864826,GPU,ghz,statevector
13,524288,0.2739214439934585,1914008.6017234942,0.00792555985155031,GPU,ghz,statevector
14,524288,0.3036102110054344,1726845.7416625412,0.005692420562269502,GPU,ghz,statevector
15,524288,0.3476415420009289,1508128.1626538152,0.004130113202592076,GPU,ghz,statevector
16,524288,0.4036013019940583,1299024.5507377437,0.003092573920410062,GPU,ghz,statevector
17,524288,0.4962809080025181,1056433.9500993656,0.0023989320580609813,GPU,ghz,statevector
18,524288,0.6146785210003145,852946.6738918826,0.001952899606931622,GPU,ghz,statevector
19,524288,0.6865316640032688,763676.3568089464,0.0016919203752137433,GPU,ghz,statevector
20,524288,0.8426246349990834,622208.2505344391,0.001545055998165729,GPU,ghz,statevector
21,524288,0.9168404709926108,571842.121489667,0.0014644662052627595,GPU,ghz,statevector
22,524288,0.9939229230076307,527493.6193376987,0.0014237664468380899,GPU,ghz,statevector
23,524288,1.1076517670007888,473332.8791770226,0.0014026237753783696,GPU,ghz,statevector
24,524288,1.427205549000064,367352.8318099165,0.001391909799403074,GPU,ghz,statevector
25,524288,2.082901503003086,251710.4141718137,0.0013864338651024969,GPU,ghz,statevector
26,524288,3.5137397809885442,149210.82171101996,0.0013839362075659268,GPU,ghz,statevector
27,524288,6.191913988004671,84673.01080339303,0.0013824396575364472,GPU,ghz,statevector
