n_bits,shots,sim_time_s,throughput,l2_error,backend,init,method
6,131072,0.05033326998818666,2604082.74747027,0.002461895793951423,GPU,zero,statevector
7,131072,0.061755073998938315,2122449.080091028,0.0027544755888239095,GPU,zero,statevector
8,131072,0.0596410680009285,2197680.2963682585,0.002552120851545862,GPU,zero,statevector
9,131072,0.05848149099620059,2241256.126806265,0.0027044885385345023,GPU,zero,statevector
10,131072,0.06276839299243875,2088184.733609307,0.0027243028488831,GPU,zero,statevector
11,131072,0.072365522995824,1811249.2603358065,0.0027641160560840663,GPU,zero,statevector
12,131072,0.08064532600110397,1625289.4804865161,0.0027509019575473917,GPU,zero,statevector
13,131072,0.08536251899204217,1535474.8377589355,0.002774814042474133,GPU,zero,statevector
14,131072,0.0975856900040526,1343147.7503982065,0.0027821463536182043,GPU,zero,statevector
15,131072,0.10990541099454276,1192589.1438275794,0.0027603862156477966,GPU,zero,statevector
16,131072,0.13612191900028847,962901.5000862736,0.002770489381682466,GPU,zero,statevector
17,131072,0.14097941700310912,929724.372438775,0.002769396652211505,GPU,zero,statevector
18,131072,0.16102266300003976,813997.2197576166,0.0027599433577122556,GPU,zero,statevector
19,131072,0.1737459639989538,754388.7465540738,0.002764326631337187,GPU,zero,statevector
20,131072,0.19525719099328853,671278.734131258,0.0027610398284912516,GPU,zero,statevector
21,131072,0.23194992300705053,565087.4908719665,0.002760301867233194,GPU,zero,statevector
22,131072,0.2635043789923657,497418.67858597316,0.002760892252019664,GPU,zero,statevector
23,131072,0.3879293409991078,337875.96386090695,0.0027638001631222053,GPU,zero,statevector
24,131072,0.5737994730006903,228428.233498643,0.002762262301661622,GPU,zero,statevector
25,131072,1.0303747139987536,127208.090628822,0.0027614403534441424,GPU,zero,statevector
26,131072,1.8895423909998499,69367.05978352958,0.002761861895907587,GPU,zero,statevector
27,131072,3.7423097519931616,35024.35893506431,0.0027621990835592354,GPU,zero,statevector
3,262144,0.09349459399527404,2803841.257530364,0.0018403927789724004,GPU,zero,statevector
4,262144,0.0880069410050055,2978674.147816253,0.0022401791422752442,GPU,zero,statevector
5,262144,0.09772444699774496,2682481.283378857,0.0012813976380140562,GPU,zero,statevector
6,262144,0.1029811129992595,2545554.1542057814,0.0018976575702436495,GPU,zero,statevector
7,262144,0.10871235698868986,2411354.212725539,0.0019030713759698931,GPU,zero,statevector
8,262144,0.10911332699470222,2402492.9604861913,0.0019471628861217722,GPU,zero,statevector
9,262144,0.11839937699551228,2214065.704162752,0.0019747240139843286,GPU,zero,statevector
10,262144,0.12766372799524106,2053394.5241656422,0.001902413659700924,GPU,zero,statevector
11,262144,0.1314677660120651,1993979.2692297092,0.0019251035199956278,GPU,zero,statevector
12,262144,0.14566358001320623,1799653.695015826,0.0019379112658932565,GPU,zero,statevector
13,262144,0.15761695899709594,1663171.2835217812,0.001949179658039091,GPU,zero,statevector
14,262144,0.1876766359928297,1396785.4795202925,0.0019339123135946525,GPU,zero,statevector
15,262144,0.20901233900804073,1254203.465901194,0.0019617560533321332,GPU,zero,statevector
16,262144,0.23932012799195945,1095369.6297906348,0.0019566756994333174,GPU,zero,statevector
17,262144,0.2897929180035135,904590.7740120196,0.0019498962298125596,GPU,zero,statevector
18,262144,0.3397388120065443,771604.5112765932,0.0019560136890733183,GPU,zero,statevector
19,262144,0.3869891229987843,677393.7157939798,0.001956259179722177,GPU,zero,statevector
20,262144,0.40844854300667066,641804.2235389213,0.0019522605413448326,GPU,zero,statevector
21,262144,0.4225281059916597,620417.8995022274,0.0019535645347983637,GPU,zero,statevector
22,262144,0.4867869760055328,538518.9270080646,0.0019532367555116946,GPU,zero,statevector
23,262144,0.5853258809947874,447859.91617947014,0.0019523723463389022,GPU,zero,statevector
24,262144,0.8207421350089135,319398.7353861795,0.0019530877467417373,GPU,zero,statevector
25,262144,1.2404711929993937,211326.14886940637,0.0019532367555116946,GPU,zero,statevector
26,262144,2.1101741930033313,124228.60675160677,0.001952908921210038,GPU,zero,statevector
27,262144,3.9509100900031626,66350.28234717186,0.0019531473516138944,GPU,zero,statevector
3,524288,0.25297759000386577,2072468.1581162517,0.001717920865346317,GPU,zero,statevector
4,524288,0.29480909199628513,1778398.3406000468,0.0012941553737065943,GPU,zero,statevector
5,524288,0.31143174100725446,1683476.4443223123,0.0009838221838826327,GPU,zero,statevector
6,524288,0.2789838739990955,1879277.0796555064,0.0013296039626429221,GPU,zero,statevector
7,524288,0.28652766400773544,1829798.8845706908,0.0013468420637577734,GPU,zero,statevector
8,524288,0.3284867589973146,1596070.4218348297,0.0014068503182936762,GPU,zero,statevector
9,524288,0.30411216100037564,1723995.5096677388,0.0013545291166077522,GPU,zero,statevector
10,524288,0.28947539199725725,1811166.0420688456,0.0013585330811048194,GPU,zero,statevector
11,524288,0.26958011800888926,1944831.8513708487,0.0013866490150097144,GPU,zero,statevector
12,524288,0.2899540159996832,1808176.3695956978,0.0013697286601807293,GPU,zero,statevector
13,524288,0.3706513249926502,1414504.5886734556,0.0013876456156817565,GPU,zero,statevector
14,524288,0.4314357089897385,1215216.98152359,0.0013780669769817282,GPU,zero,statevector
15,524288,0.4065651609998895,1289554.6650150442,0.0013735347107724832,GPU,zero,statevector
16,524288,0.5496713650063612,953820.8343706109,0.0013797686710853771,GPU,zero,statevector
17,524288,0.6158830009953817,851278.5693916748,0.0013795128915019721,GPU,zero,statevector
18,524288,0.7271111810114235,721056.1654006019,0.0013809493889060025,GPU,zero,statevector
19,524288,0.7525260349939344,696704.1346339943,0.0013790592275571387,GPU,zero,statevector
20,524288,1.000698778007063,523921.8949024234,0.001381257579802088,GPU,zero,statevector
21,524288,0.9080509199993685,577377.3127176223,0.0013812654812285594,GPU,zero,statevector
22,524288,1.042940029001329,502701.96312441264,0.0013810679320049757,GPU,zero,statevector
23,524288,1.0289658450055867,509529.06021594274,0.001380651669143763,GPU,zero,statevector
24,524288,1.2635163660015678,414943.5765989512,0.001380749159674263,GPU,zero,statevector
25,524288,1.6951539400033653,309286.3648707675,0.0013810995417796177,GPU,zero,statevector
26,524288,2.581109667007695,203125.0383126154,0.0013810784686769093,GPU,zero,statevector
27,524288,4.454016236006282,117711.29071368309,0.0013809256790650733,GPU,zero,statevector
