n_bits,shots,noise,probability,time_sampling,l2_pop,time_density,fro_norm,fidelity
3,262144,none,0.0,0.12013316999946255,0.0014899310950803608,0.12013316999946255,2.220446049250313e-16,0.9999999999999993
4,262144,none,0.0,0.11339624200081744,0.0016729785316504115,0.11339624200081744,6.661338147750939e-16,0.9999999999999993
5,262144,none,0.0,0.11853941300068982,0.002090342720572914,0.11853941300068982,5.551115123125783e-16,0.999999999999999
6,262144,none,0.0,0.13081278300160193,0.002161853258217154,0.13081278300160193,9.992007221626409e-16,0.9999999999999989
7,262144,none,0.0,0.22599220299889566,0.001840463940251986,0.22599220299889566,8.881784197001252e-16,0.9999999999999991
8,262144,none,0.0,0.3519813469993096,0.001794830265446982,0.3519813469993096,1.2212453270876722e-15,0.9999999999999999
9,262144,none,0.0,0.8596953590003977,0.002014376888752134,0.8596953590003977,1.2212453270876722e-15,1.0000000000000009
10,262144,none,0.0,4.006100450000304,0.0019266902623658714,4.006100450000304,1.5543122344752192e-15,0.9999999999999999
11,262144,none,0.0,25.16955287699966,0.0019417521045874654,25.16955287699966,1.5543122344752192e-15,1.000000000000001
12,262144,none,0.0,130.59625062600026,0.001953497493509484,130.59625062600026,1.887379141862766e-15,0.9999999999999999
3,262144,Depolarizing,0.01,0.18135103699933097,0.0010929224170110451,0.18135103699933097,0.022902297705874732,0.9801330370370364
4,262144,Depolarizing,0.01,0.12795370899948466,0.0025504154162780254,0.12795370899948466,0.029458753387026422,0.9735988167901228
5,262144,Depolarizing,0.01,0.11860364800122625,0.0019272490888697467,0.11860364800122625,0.03595184978782197,0.9671081580115216
6,262144,Depolarizing,0.01,0.14627317899976333,0.001987028899493263,0.14627317899976333,0.04239122470505971,0.9606607702914447
7,262144,Depolarizing,0.01,0.33229455099899496,0.002066671874942405,0.33229455099899496,0.048781489984934895,0.9542563651561683
8,262144,Depolarizing,0.01,0.9334119239993015,0.0019223424940896584,0.9334119239993015,0.055125208900644006,0.9478946560551269
9,262144,Depolarizing,0.01,3.749845643998924,0.0020035478590255612,3.749845643998924,0.061423979232050285,0.9415753583480944
10,262144,Depolarizing,0.01,17.763557702999606,0.0019233944205535002,17.763557702999606,0.06767889404393773,0.9352981892924386
11,262144,Depolarizing,0.01,103.45204067900158,0.001996103906325688,103.45204067900158,0.07389076103815317,0.9290628680304851
12,262144,Depolarizing,0.01,508.4090611980009,0.0019819325632457773,508.4090611980009,0.0800602162639137,0.9228691155769424
3,262144,Amplitude Damping,0.01,0.14507441699970514,0.006281313461130212,0.14507441699970514,0.01494716356944015,0.992499984256926
4,262144,Amplitude Damping,0.01,0.10805967600026634,0.005239711308117225,0.10805967600026634,0.017931272397285824,0.9900124999605427
5,262144,Amplitude Damping,0.01,0.1158048859997507,0.004067243748837184,0.1158048859997507,0.02076812763198647,0.9875312499999
6,262144,Amplitude Damping,0.01,0.13909194600091723,0.0029145135917086717,0.13909194600091723,0.023509216070974507,0.9850562187499985
7,262144,Amplitude Damping,0.01,0.28237194100074703,0.003232113551218529,0.28237194100074703,0.026182955192394348,0.9825873906249987
8,262144,Amplitude Damping,0.01,0.6547467039999901,0.002465498780542046,0.6547467039999901,0.028806589711618872,0.9801247500781238
9,262144,Amplitude Damping,0.01,2.4736255570005596,0.00230314223161408,2.4736255570005596,0.03139130343091196,0.9776682816015609
10,262144,Amplitude Damping,0.01,10.657245010001134,0.0021343495398855796,10.657245010001134,0.033944718214589026,0.9752179697263659
11,262144,Amplitude Damping,0.01,59.159822657000404,0.0020910805090862917,59.159822657000404,0.03647223320700315,0.972773799022361
12,262144,Amplitude Damping,0.01,307.9727108469997,0.0020102911693908104,307.9727108469997,0.038977794006734304,0.970335754098046
3,262144,Phase Damping,0.01,0.20897112499915238,0.0015524458767126532,0.20897112499915238,0.03421048973633694,0.9702989999999994
4,262144,Phase Damping,0.01,0.11710700000003271,0.0015940870882227023,0.11710700000003271,0.04392407229938552,0.9605960099999995
5,262144,Phase Damping,0.01,0.11629173099936452,0.001952774791314537,0.11629173099936452,0.053511136351603344,0.9509900498999992
6,262144,Phase Damping,0.01,0.13879685900064942,0.0017710468993828372,0.13879685900064942,0.06298682869989443,0.9414801494009994
7,262144,Phase Damping,0.01,0.28252643899941177,0.0021436697987646117,0.28252643899941177,0.07235866442752242,0.9320653479069889
8,262144,Phase Damping,0.01,0.6491621790009958,0.001895263532810287,0.6491621790009958,0.08163104267168635,0.9227446944279187
9,262144,Phase Damping,0.01,2.2734629930000665,0.0019312543034312685,2.2734629930000665,0.0908068901557114,0.9135172474836398
10,262144,Phase Damping,0.01,10.8145807230012,0.0019199261815671849,10.8145807230012,0.09988836069000642,0.9043820750088005
11,262144,Phase Damping,0.01,59.34560245499961,0.0019273774450446993,59.34560245499961,0.10887716829555155,0.8953382542587164
12,262144,Phase Damping,0.01,308.9105912610012,0.0019541603562805397,308.9105912610012,0.11777475996416223,0.8863848717161324
3,262144,Bit Flip,0.01,0.178519041999607,0.0011023749093302677,0.178519041999607,2.220446049250313e-16,0.9999999999999993
4,262144,Bit Flip,0.01,0.11182259200177214,0.0026815666701141376,0.11182259200177214,6.661338147750939e-16,0.9999999999999993
5,262144,Bit Flip,0.01,0.11829725999996299,0.00199617680658634,0.11829725999996299,5.551115123125783e-16,0.999999999999999
6,262144,Bit Flip,0.01,0.1611522019993572,0.001711094779358353,0.1611522019993572,9.992007221626409e-16,0.9999999999999989
7,262144,Bit Flip,0.01,0.2788400819990784,0.002046449093242392,0.2788400819990784,8.881784197001252e-16,0.9999999999999991
8,262144,Bit Flip,0.01,0.6724188750013127,0.00210557467241966,0.6724188750013127,1.2212453270876722e-15,0.9999999999999999
9,262144,Bit Flip,0.01,2.279185260000304,0.001896974963723133,2.279185260000304,1.2212453270876722e-15,1.0000000000000009
10,262144,Bit Flip,0.01,10.844483594999474,0.0019179014103793768,10.844483594999474,1.5543122344752192e-15,0.9999999999999999
11,262144,Bit Flip,0.01,61.33736430299905,0.0019706373104489187,61.33736430299905,1.5543122344752192e-15,1.000000000000001
12,262144,Bit Flip,0.01,308.4296197519998,0.0019660536702873024,308.4296197519998,1.887379141862766e-15,0.9999999999999999
3,262144,Depolarizing,0.1,0.17898344999957772,0.0015779388147943133,0.17898344999957772,0.21242564098819547,0.8130370370370361
4,262144,Depolarizing,0.1,0.1282521760003874,0.001554834292421088,0.1282521760003874,0.26458011740230136,0.7588345679012336
5,262144,Depolarizing,0.1,0.12082826799996838,0.0019011511251321664,0.12082826799996838,0.31312632185690187,0.7082455967078176
6,262144,Depolarizing,0.1,0.15347991199996613,0.0019508437901342177,0.15347991199996613,0.358398219819515,0.661029223593963
7,262144,Depolarizing,0.1,0.35800685199865256,0.0018440342856721264,0.35800685199865256,0.4006536277889858,0.6169606086876985
8,262144,Depolarizing,0.1,1.1104738670001097,0.0018843986717321998,1.1104738670001097,0.44011170338567257,0.5758299014418522
9,262144,Depolarizing,0.1,3.734908172998985,0.0020484888797778944,3.734908172998985,0.476967224215434,0.5374412413457283
10,262144,Depolarizing,0.1,17.72750978899967,0.00206529837837996,17.72750978899967,0.5113971325745746,0.5016118252560133
11,262144,Depolarizing,0.1,99.53561028999866,0.0019415797299027785,99.53561028999866,0.5435640283364759,0.46817103690561335
12,262144,Depolarizing,0.1,504.98501103000126,0.001958422628778118,504.98501103000126,0.5736182937654767,0.43695963444523167
3,262144,Amplitude Damping,0.1,0.22495634500046435,0.06188834676182534,0.22495634500046435,0.14497468537903124,0.9249831077996247
4,262144,Amplitude Damping,0.1,0.10507164000046032,0.050440899691098315,0.10507164000046032,0.17114458062413784,0.9012495665739932
5,262144,Amplitude Damping,0.1,0.11546492199886416,0.039717984569847826,0.11546492199886416,0.195215498459698,0.8781249888790024
6,262144,Amplitude Damping,0.1,0.14078985299966007,0.031376079570317766,0.14078985299966007,0.21777376123102807,0.8555937497146524
