target,n_bits,shots,sim_time_s,l2_norm
qpp-cpu,14,131072,0.25270925699987856,0.0027706574556573948
qpp-cpu,15,131072,0.40800018799927784,0.0027755062017462565
qpp-cpu,16,131072,0.8927327639994473,0.002757432485933716
qpp-cpu,17,131072,1.6425497310010542,0.0027637791023076537
qpp-cpu,18,131072,3.9269488620011543,0.002764600355187663
qpp-cpu,19,131072,10.266745382999943,0.0027656107931795905
qpp-cpu,20,131072,21.66605804899882,0.002761861895907587
qpp-cpu,21,131072,48.36704026900043,0.0027621147905053066
qpp-cpu,3,262144,0.1083164849987952,0.0011536416527483633
qpp-cpu,4,262144,0.1374533389989665,0.0019887491665815326
qpp-cpu,5,262144,0.19486629300081404,0.0018486921892338483
qpp-cpu,6,262144,0.12056472199947166,0.0018522702430779513
qpp-cpu,7,262144,0.13051113199981046,0.001973522487087981
qpp-cpu,8,262144,0.1431435380000039,0.0019843980377654683
qpp-cpu,9,262144,0.3597941890002403,0.0019638097091678164
qpp-cpu,10,262144,0.1937166799998522,0.001981264302581161
qpp-cpu,11,262144,0.2144177909995051,0.0019363186882378571
qpp-cpu,12,262144,0.23880797499987239,0.0019484628227373344
qpp-cpu,13,262144,0.4472131309994438,0.001957582810526437
qpp-cpu,14,262144,0.4582980330014834,0.001945809731648344
qpp-cpu,15,262144,1.1308674619995145,0.001974716644882481
qpp-cpu,16,262144,1.9989415029995143,0.0019574713031387542
qpp-cpu,17,262144,3.2182758010003454,0.0019468190796499453
qpp-cpu,18,262144,5.323976362000394,0.0019530430418938482
qpp-cpu,19,262144,11.039947581999513,0.0019511421390363923
qpp-cpu,20,262144,23.883962353998868,0.0019533783033146776
qpp-cpu,21,262144,46.81568003499888,0.0019539890762125516
qpp-cpu,3,524288,0.16629953299889166,0.0008494792076675472
qpp-cpu,4,524288,0.19673089000025357,0.0013976532289308166
qpp-cpu,5,524288,0.2309062879994599,0.001166664525443231
qpp-cpu,6,524288,0.22350273600022774,0.0015357414042206315
qpp-cpu,7,524288,0.25056646300072316,0.001413660619167296
qpp-cpu,8,524288,0.2532193010010815,0.0014585743295025915
qpp-cpu,9,524288,0.4083353320002061,0.0013336582090532826
qpp-cpu,10,524288,0.3589821519999532,0.0014417158664302137
qpp-cpu,11,524288,0.405380463000256,0.0013761332028818928
qpp-cpu,12,524288,0.4080176229999779,0.0014071450803847608
qpp-cpu,13,524288,0.5830445329993381,0.0013826106986329924
qpp-cpu,14,524288,0.7293795260011393,0.0013784365154455047
qpp-cpu,15,524288,0.9050490000008722,0.0013943044656051676
qpp-cpu,16,524288,1.7923166660002607,0.0013799637700215746
qpp-cpu,17,524288,3.76642304500092,0.0013820606603304527
qpp-cpu,18,524288,6.749903706999248,0.0013767041072498625
qpp-cpu,19,524288,14.694386745999509,0.0013826054361455343
qpp-cpu,20,524288,26.96517040800063,0.001381260213615934
qpp-cpu,21,524288,50.612625316998674,0.001380709637315888
