target,n_bits,shots,sim_time_s,l2_norm
qpp-cpu,3,1024,0.0005491690026246943,0.031004898176538172
qpp-cpu,4,1024,0.0005862070029252209,0.02580047815160724
qpp-cpu,5,1024,0.0006503879994852468,0.03346062831838245
qpp-cpu,6,1024,0.000878830993315205,0.033687867794258475
qpp-cpu,7,1024,0.0010047340037999675,0.03430501576220761
qpp-cpu,8,1024,0.001409351003530901,0.03081979265245996
qpp-cpu,9,1024,0.002236815002106596,0.03262361931345716
qpp-cpu,10,1024,0.004635937002603896,0.03097412407647208
qpp-cpu,11,1024,0.008891671997844242,0.031310975667737106
qpp-cpu,12,1024,0.017315124001470394,0.03140221716955767
qpp-cpu,13,1024,0.04096749400196131,0.030850720701037723
qpp-cpu,14,1024,0.09289827299653552,0.031462897839037135
qpp-cpu,15,1024,0.21915739299583947,0.031310975667737106
qpp-cpu,16,1024,0.5207451580063207,0.031188905122404905
qpp-cpu,17,1024,1.1763203689988586,0.031219467506144103
qpp-cpu,18,1024,2.8188056650033104,0.03128050269149798
qpp-cpu,19,1024,6.527836564004247,0.03128050269149798
qpp-cpu,20,1024,15.209099884996249,0.031234737483827102
qpp-cpu,21,1024,44.10000990399567,0.031242369673918732
qpp-cpu,3,2048,0.000945239000429865,0.021473274831343772
qpp-cpu,4,2048,0.0010156720018130727,0.019359597267186533
qpp-cpu,5,2048,0.0010373830009484664,0.02219398081516311
qpp-cpu,6,2048,0.0012971140022273175,0.02218323572578232
qpp-cpu,7,2048,0.0014472629991360009,0.023325333813469115
qpp-cpu,8,2048,0.0032188040058827028,0.02230114696615085
qpp-cpu,9,2048,0.0028042809935868718,0.022418438053220698
qpp-cpu,10,2048,0.004925248998915777,0.02289200814400594
qpp-cpu,11,2048,0.009554247997584753,0.022619599261524355
qpp-cpu,12,2048,0.01885258599941153,0.02220472070488686
qpp-cpu,13,2048,0.04130427000200143,0.022010600917157508
qpp-cpu,14,2048,0.09960397499526152,0.02216172991779339
qpp-cpu,15,2048,0.24892921099672094,0.022086294683395784
qpp-cpu,16,2048,0.581153874998563,0.022129432018798165
qpp-cpu,17,2048,1.7256805440047174,0.022043072930265063
qpp-cpu,18,2048,3.637716802993964,0.022053886309836356
qpp-cpu,19,2048,7.759434728002816,0.022053886309836356
qpp-cpu,20,2048,17.849638546998904,0.02209708691207961
qpp-cpu,21,2048,47.742501496999466,0.02209708691207961
qpp-cpu,3,4096,0.0018900240029324777,0.01149277567962873
qpp-cpu,4,4096,0.0020500489990809,0.010443969548929413
qpp-cpu,5,4096,0.002251416997751221,0.015949690401426832
qpp-cpu,6,4096,0.0023995299998205155,0.0162642372558071
qpp-cpu,7,4096,0.002772454005025793,0.015807044976795553
qpp-cpu,8,4096,0.0033147220019600354,0.01648627247669349
qpp-cpu,9,4096,0.004439387004822493,0.015945952922663997
qpp-cpu,10,4096,0.00664552300440846,0.015262206648523227
qpp-cpu,11,4096,0.01273184299498098,0.01592725237333993
