target,init,n_bits,shots,sim_time_s,l2_norm
nvidia,zero,3,1024,0.0007902910001575947,0.024820830131130536
nvidia,zero,4,1024,0.000830659999337513,0.025390625
nvidia,zero,5,1024,0.0009459889988647774,0.03633022507370757
nvidia,zero,6,1024,0.0010331209996365942,0.026057937625246747
nvidia,zero,7,1024,0.001040868999552913,0.03081979265245996
nvidia,zero,8,1024,0.0012335580031503923,0.030788833536004777
nvidia,zero,9,1024,0.0013574320037150756,0.029100907081545585
nvidia,zero,10,1024,0.001564728001540061,0.031341419015392995
nvidia,zero,11,1024,0.0017935750001925044,0.031341419015392995
nvidia,zero,12,1024,0.001978313004656229,0.03158390943124263
nvidia,zero,13,1024,0.0021064389948151074,0.03140221716955767
nvidia,zero,14,1024,0.002489575002982747,0.03140221716955767
nvidia,zero,15,1024,0.0026879750002990477,0.031158312760827766
nvidia,zero,16,1024,0.0037213479954516515,0.03125
nvidia,zero,17,1024,0.003836201998637989,0.031219467506144103
nvidia,zero,18,1024,0.00467682299495209,0.031219467506144103
nvidia,zero,19,1024,0.005550687994400505,0.03128050269149798
nvidia,zero,20,1024,0.006390568996721413,0.03126525506559008
nvidia,zero,21,1024,0.009897791002003942,0.031242369673918732
nvidia,zero,22,1024,0.014530770997225773,0.031246185069875306
nvidia,zero,23,1024,0.020409117001690902,0.031278597144745186
nvidia,zero,24,1024,0.0398612110002432,0.031249046311131234
nvidia,zero,25,1024,0.07528186899435241,0.031249523159203763
nvidia,zero,26,1024,0.15297137099696556,0.031249761580511397
nvidia,zero,27,1024,0.30417669499729527,0.031249880790483076
nvidia,zero,28,1024,0.6432593789941166,0.03124994039529838
nvidia,zero,3,2048,0.0009475889964960515,0.018347943582085875
nvidia,zero,4,2048,0.0009882340018521063,0.018399847345133568
nvidia,zero,5,2048,0.001197778998175636,0.017632295005144325
nvidia,zero,6,2048,0.0012958860024809837,0.025192662772489122
nvidia,zero,7,2048,0.0013544469984481111,0.020933546006080096
nvidia,zero,8,2048,0.001447331000235863,0.021945512748285382
nvidia,zero,9,2048,0.0017271110045840032,0.023274170484009735
nvidia,zero,10,2048,0.002079744001093786,0.02142881665770673
nvidia,zero,11,2048,0.0021613670032820664,0.02230114696615085
nvidia,zero,12,2048,0.002376530996116344,0.021999766261853144
nvidia,zero,13,2048,0.0025716909949551336,0.021814753812195973
nvidia,zero,14,2048,0.0029080220047035255,0.022140203220223895
nvidia,zero,15,2048,0.00376475699886214,0.0219780809275916
nvidia,zero,16,2048,0.004648789996281266,0.022075497178627567
nvidia,zero,17,2048,0.004837098000280093,0.022118655572082275
nvidia,zero,18,2048,0.006846522002888378,0.02209708691207961
nvidia,zero,19,2048,0.006511257997772191,0.02209708691207961
nvidia,zero,20,2048,0.008422655002505053,0.022086294683395784
nvidia,zero,21,2048,0.009254805001546629,0.022118655572082275
nvidia,zero,22,2048,0.011735244006558787,0.02209169145676488
nvidia,zero,23,2048,0.020094613995752297,0.022094389349118684
nvidia,zero,24,2048,0.03844364499673247,0.022095738171765716
nvidia,zero,25,2048,0.07782571700226981,0.022096412552213365
nvidia,zero,26,2048,0.15326676399854477,0.022096749734719045
nvidia,zero,27,2048,0.3045971020037541,0.022096918324042453
nvidia,zero,28,2048,0.6444199549951009,0.02209700261822181
nvidia,zero,3,4096,0.0015481320006074384,0.014033308460156166
nvidia,zero,4,4096,0.0016594369953963906,0.01760184489030853
nvidia,zero,5,4096,0.0018434090015944093,0.0165187791250364
nvidia,zero,6,4096,0.001761475003149826,0.014435298338959455
nvidia,zero,7,4096,0.001825764004024677,0.015433086552030378
nvidia,zero,8,4096,0.0020662079987232573,0.015460097850573793
nvidia,zero,9,4096,0.002508259000023827,0.015156394721844489
nvidia,zero,10,4096,0.0028848430010839365,0.015223102800898336
nvidia,zero,11,4096,0.00346707599965157,0.01570869916225138
nvidia,zero,12,4096,0.0033308519996353425,0.015636439903912027
nvidia,zero,13,4096,0.003799065998464357,0.01563262753279504
nvidia,zero,14,4096,0.005134661005286034,0.015663100519868595
nvidia,zero,15,4096,0.005286784995405469,0.015723869324320915
nvidia,zero,16,4096,0.0066329740002402104,0.015602095027998494
nvidia,zero,17,4096,0.006833136998466216,0.01568591641036036
nvidia,zero,18,4096,0.0074376240008859895,0.015621184836959366
nvidia,zero,19,4096,0.010617314001137856,0.01562881423171799
nvidia,zero,20,4096,0.010676605001208372,0.015617368741913551
nvidia,zero,21,4096,0.011236651997023728,0.015617368741913551
nvidia,zero,22,4096,0.014678748993901536,0.01563262753279504
nvidia,zero,23,4096,0.022601571996347047,0.01563262753279504
nvidia,zero,24,4096,0.0429760909973993,0.015626907232231698
nvidia,zero,25,4096,0.07982503299717791,0.015624046296577987
nvidia,zero,26,4096,0.15468284500093432,0.015624523155565617
nvidia,zero,27,4096,0.30725263500062283,0.015624761579601881
nvidia,zero,28,4096,0.6492975049986853,0.015624880790255698
nvidia,zero,3,8192,0.0025624229965615086,0.00621000846776216
nvidia,zero,4,8192,0.002596491001895629,0.009652049512095116
nvidia,zero,5,8192,0.002665462998265866,0.012510867163397419
nvidia,zero,6,8192,0.0026989690013579093,0.010458227534474559
nvidia,zero,7,8192,0.0030956260015955195,0.01277721104309524
nvidia,zero,8,8192,0.0031603780007571913,0.011002592128167723
nvidia,zero,9,8192,0.003251905996876303,0.011049892072884137
nvidia,zero,10,8192,0.003564459999324754,0.010901910918831107
nvidia,zero,11,8192,0.00410226500389399,0.011111751511450465
nvidia,zero,12,8192,0.004904033005004749,0.011135863839648912
nvidia,zero,13,8192,0.007308855005248915,0.0109890404637958
nvidia,zero,14,8192,0.006692091003060341,0.010974114304520286
nvidia,zero,15,8192,0.0064985890057869256,0.011049892072884137
nvidia,zero,16,8192,0.010596291998808738,0.011082209642471684
nvidia,zero,17,8192,0.010765103994344827,0.011062022225790226
nvidia,zero,18,8192,0.014251178996346425,0.011059327786041137
nvidia,zero,19,8192,0.013103079996653832,0.011040448295502943
nvidia,zero,20,8192,0.013515507998818066,0.011040448295502943
nvidia,zero,21,8192,0.01617885200539604,0.011044496617448751
nvidia,zero,22,8192,0.01860032699914882,0.011052588812905467
nvidia,zero,23,8192,0.03078592000383651,0.01104584572838244
nvidia,zero,24,8192,0.04668784700334072,0.011048543456039806
nvidia,zero,25,8192,0.08423296499677235,0.011048543456039806
nvidia,zero,26,8192,0.1604443159958464,0.011047869085882858
nvidia,zero,27,8192,0.31320345499989344,0.011048206276106682
nvidia,zero,28,8192,0.6552922689952538,0.011048374867359522
nvidia,zero,3,16384,0.0057264280039817095,0.0073960910447759326
nvidia,zero,4,16384,0.0045421529939631,0.011162927952985768
nvidia,zero,5,16384,0.004633885997463949,0.009436200968283617
nvidia,zero,6,16384,0.004797695997694973,0.00840735738047434
nvidia,zero,7,16384,0.005140822002431378,0.007304355389394161
nvidia,zero,8,16384,0.005230392998782918,0.007809161426543924
nvidia,zero,9,16384,0.005490433999511879,0.007429259792335419
nvidia,zero,10,16384,0.00558830799855059,0.007877082912549647
nvidia,zero,11,16384,0.006913238998095039,0.007847231908996664
nvidia,zero,12,16384,0.00883702099963557,0.00792282408798045
nvidia,zero,13,16384,0.010591019999992568,0.007793403173590023
nvidia,zero,14,16384,0.0114418189987191,0.007802479994044496
nvidia,zero,15,16384,0.011916262999875471,0.007817743449139667
nvidia,zero,16,16384,0.018551467001088895,0.007802002529919333
nvidia,zero,17,16384,0.03013742899929639,0.00780534416544499
nvidia,zero,18,16384,0.024318797994055785,0.007828219811023352
nvidia,zero,19,16384,0.023676550001255237,0.007803912211144829
