n_bits,noise,probability,shots,time_sampling,l2_pop,fro_norm,fidelity
6,none,0.0,1024,0.009596964999218471,0.08997103754907047,1.224472586612859,0.25033344231680565
7,none,0.0,1024,0.037316192996513564,0.06716308150019297,1.2246652750073708,0.2500974820955591
3,Depolarizing,0.5,1024,0.002033212993410416,0.034221514585811,0.9286357020149381,0.1416831175490429
4,Depolarizing,0.5,1024,0.0023897580031189136,0.03288566062594284,0.9502222625880549,0.08887588663536576
5,Depolarizing,0.5,1024,0.01124337700457545,0.02919905544477745,0.963217102594083,0.058496370619775216
6,Depolarizing,0.5,1024,0.0520586800048477,0.03167436472700558,0.9731153787272285,0.03895943948761639
7,Depolarizing,0.5,1024,0.2521811280021211,0.029717039169341677,0.9806947655207565,0.02602753022694522
3,AmplitudeDamping,0.5,1024,0.0010543999960646033,0.36613150180137205,0.9291947671723813,0.33050644548829333
4,AmplitudeDamping,0.5,1024,0.0016728960035834461,0.3317554001185399,0.9472240766635435,0.27175493552919566
5,AmplitudeDamping,0.5,1024,0.006494398003269453,0.24905215827023564,0.9610128459833999,0.22767803899557781
6,AmplitudeDamping,0.5,1024,0.029321382004127372,0.21683206358568866,0.9714951346269063,0.1925437256781119
7,AmplitudeDamping,0.5,1024,0.14508661499712616,0.17991557366570837,0.9795318525876999,0.16360041224193764
3,PhaseDamping,0.5,1024,0.0009126219956669956,0.028671715343560934,0.9354143466934853,0.125
4,PhaseDamping,0.5,1024,0.0016402399996877648,0.027413415718004295,0.968245836551854,0.062499999999999986
5,PhaseDamping,0.5,1024,0.005567616994085256,0.03218214268219547,0.9842509842514764,0.03125
6,PhaseDamping,0.5,1024,0.02938950600218959,0.034499065884093155,0.9921567416492211,0.015624999999999997
7,PhaseDamping,0.5,1024,0.14358672800153727,0.03262361931345716,0.9960860906568267,0.007812499999999999
3,BitFlip,0.5,1024,0.0010594000050332397,0.03526459001028865,0.9999999999999999,0.24999999999999997
4,BitFlip,0.5,1024,0.001626989003852941,0.02298555135925746,0.9999922331800075,0.25000776678983055
5,BitFlip,0.5,1024,0.006577070998901036,0.03485657870620068,0.9999989008062841,0.25000109919311175
6,BitFlip,0.5,1024,0.030663622004794888,0.026992724533369636,0.9999998878131995,0.25000011218679435
7,BitFlip,0.5,1024,0.1413447590020951,0.029877067462457725,0.9999999904761676,0.2500000095238321
3,none,0.0,1024,0.000680797005770728,0.26885459106679827,1.2247448713915885,0.2499999999999998
4,none,0.0,1024,0.0008767410035943612,0.1782594407672599,1.2226344318323703,0.25258252304896767
5,none,0.0,1024,0.0017844570029410534,0.1283799031629671,1.2239040990808223,0.2510293781265795
6,none,0.0,1024,0.014982360000431072,0.09169292651801174,1.224472586612859,0.25033344231680565
7,none,0.0,1024,0.056674917999771424,0.06971315741240136,1.2246652750073708,0.2500974820955591
3,Depolarizing,0.9,1024,0.0013984260003780946,0.025390625,0.9427970605095916,0.12156801948466038
4,Depolarizing,0.9,1024,0.002382463004323654,0.029426795260389382,0.9746843680912265,0.05926852744310014
5,Depolarizing,0.9,1024,0.010793805005960166,0.027413415718004295,0.9921155869161156,0.025669307097347164
6,Depolarizing,0.9,1024,0.05110830799821997,0.02631287809630367,0.9989192853072159,0.010343637365642266
7,Depolarizing,0.9,1024,0.38983293500496075,0.029556144434417102,1.0007483211879573,0.004068318162310267
3,AmplitudeDamping,0.9,1024,0.0010725730026024394,0.7809557551356493,1.0875004573328333,0.3374472336709209
4,AmplitudeDamping,0.9,1024,0.0015225009992718697,0.7759180845304272,1.176064997282134,0.21770396330094852
5,AmplitudeDamping,0.9,1024,0.005851271002029534,0.7555830102806738,1.2235995056837257,0.14221468434568624
6,AmplitudeDamping,0.9,1024,0.027365393994841725,0.7096902155351779,1.2489247206637422,0.09331129580486741
7,AmplitudeDamping,0.9,1024,0.14143322000018088,0.7047777883539118,1.2610208307605457,0.06133433934414012
3,PhaseDamping,0.9,1024,0.000970812005107291,0.19213231232526487,1.0849558716606962,0.14944808434849913
4,PhaseDamping,0.9,1024,0.0018451830037520267,0.14728945430549117,1.0730339872297991,0.11818627643319017
5,PhaseDamping,0.9,1024,0.018406916999083478,0.11083016374305553,1.1098278493751397,0.042867912011428845
6,PhaseDamping,0.9,1024,0.02790811299928464,0.07899901725061205,1.115290159628094,0.00816661308376073
7,PhaseDamping,0.9,1024,0.14249114899575943,0.05898308152555273,1.1006191515976937,0.0009920161176324967
3,BitFlip,0.9,1024,0.0011741589987650514,0.12123542619405074,1.063518688129174,0.24999999999999967
4,BitFlip,0.9,1024,0.0021499240028788336,0.08580422904878436,1.0400775481149722,0.2510623869535729
5,BitFlip,0.9,1024,0.0065762710000853986,0.05505249292756017,1.0268197435263953,0.24966415275219256
6,BitFlip,0.9,1024,0.027621127999736927,0.04523919852304871,1.0169487464996485,0.25008749268039576
7,BitFlip,0.9,1024,0.19878990299912402,0.035507146411519225,1.0109555363454927,0.24997956804395735
