probability,noise_model,n_bits,shots,time_s,L2_pop,Fro_norm,Fidelity
0.0,none,3,16384,0.1877148151397705,2.1073424176942392e-08,5.960464455334602e-08,0.9999999403953551
0.0,none,4,16384,0.02395486831665039,2.9802322387695312e-08,1.1920928955078125e-07,0.9999998807907104
0.0,none,5,16384,0.025087594985961914,3.1610136343918214e-08,1.7881393410412727e-07,0.9999998211860656
0.0,none,6,16384,0.029666662216186523,2.9802322387695312e-08,2.384185791015625e-07,0.9999997615814209
0.0,none,7,16384,0.06945657730102539,1.5805068171959107e-08,1.7881393410412727e-07,0.9999998211860656
0.0,none,8,16384,0.07293915748596191,1.4901161193847656e-08,2.384185791015625e-07,0.9999997615814209
0.0,none,9,16384,0.05447554588317871,7.902534085979553e-09,1.7881393410412727e-07,0.9999998211860656
0.0,none,10,16384,0.05805659294128418,1.1175870895385742e-08,3.5762786865234375e-07,0.9999996423721313
0.01,Depol,3,16384,0.0011701583862304688,2.1073424176942392e-08,0.017212611717721416,0.9850748330354689
0.01,Depol,4,16384,0.0012564659118652344,2.9802322387695312e-08,0.0221605034450497,0.980149395763874
0.01,Depol,5,16384,0.002445220947265625,3.1610136343918214e-08,0.02706891445606911,0.9752485789358615
0.01,Depol,6,16384,0.007012844085693359,2.9802322387695312e-08,0.031944936608237544,0.970372261479497
0.01,Depol,7,16384,0.021010875701904297,1.5805068171959107e-08,0.03679180276688964,0.9655204424634575
0.01,Depol,8,16384,0.11795663833618164,1.4901161193847656e-08,0.04161155380044963,0.9606927637942135
0.01,Depol,9,16384,1.0327212810516357,7.902534085979553e-09,0.046405065487393184,0.9558893444482236
0.01,Depol,10,16384,12.349592447280884,1.1175870895385742e-08,0.0511734024288915,0.9511097074719146
0.01,BitFlip,3,16384,0.0007135868072509766,2.1073424176942392e-08,5.960464455334602e-08,0.9999999403953551
0.01,BitFlip,4,16384,0.0008428096771240234,2.9802322387695312e-08,1.1920928955078125e-07,0.9999998807907104
0.01,BitFlip,5,16384,0.0015354156494140625,3.1610136343918214e-08,1.7881393410412727e-07,0.9999998211860656
0.01,BitFlip,6,16384,0.0029075145721435547,2.9802322387695312e-08,2.384185791015625e-07,0.9999997615814209
0.01,BitFlip,7,16384,0.014485597610473633,1.5805068171959107e-08,1.7881393410412727e-07,0.9999998211860656
0.01,BitFlip,8,16384,0.06198430061340332,1.4901161193847656e-08,2.384185791015625e-07,0.9999997615814209
0.01,BitFlip,9,16384,0.5406577587127686,7.902534085979553e-09,1.7881393410412727e-07,0.9999998211860656
0.01,BitFlip,10,16384,6.96558141708374,1.1175870895385742e-08,3.5762786865234375e-07,0.9999996423721313
0.01,PhaseFlip,3,16384,0.0007698535919189453,2.1073424176942392e-08,0.034210537036673705,0.970298945903778
0.01,PhaseFlip,4,16384,0.0013823509216308594,2.9802322387695312e-08,0.04392417071499349,0.9605958983302116
0.01,PhaseFlip,5,16384,0.001705169677734375,3.1610136343918214e-08,0.05351129131174866,0.9509898796677588
0.01,PhaseFlip,6,16384,0.004432201385498047,2.9802322387695312e-08,0.06298704574456293,0.9414799176156521
0.01,PhaseFlip,7,16384,0.0170440673828125,1.5805068171959107e-08,0.07235883609811841,0.9320651702582835
0.01,PhaseFlip,8,16384,0.11849665641784668,1.4901161193847656e-08,0.0816312827572234,0.922744448762387
0.01,PhaseFlip,9,16384,0.48357510566711426,7.902534085979553e-09,0.09080708605083991,0.9135170513764023
0.01,PhaseFlip,10,16384,6.049610376358032,1.1175870895385742e-08,0.09988873852541562,0.9043816899647936
0.01,AmpDamp,3,16384,0.0007698535919189453,0.0061240292936922585,0.014947189614844182,0.9924999428912995
0.01,AmpDamp,4,16384,0.0009238719940185547,0.0050003693244656,0.01793132353559408,0.990012378199026
0.01,AmpDamp,5,16384,0.0016613006591796875,0.003953241592055196,0.020768217903144252,0.9875310875941067
0.01,AmpDamp,6,16384,0.004393100738525391,0.0030622430704574316,0.023509354245350084,0.9850559745973442
0.01,AmpDamp,7,16384,0.05266594886779785,0.002338886006967689,0.026183056362988674,0.982587229591445
0.01,AmpDamp,8,16384,0.07116436958312988,0.0017680761556176496,0.028806742569719962,0.9801245067019408
0.01,AmpDamp,9,16384,0.7277030944824219,0.001326090712918724,0.03139141365095279,0.9776681191478926
0.01,AmpDamp,10,16384,4.832666873931885,0.0009884336880721463,0.033944969206052264,0.9752176042554765
0.1,Depol,3,16384,0.0012040138244628906,8.429369694328344e-08,0.1626887829386462,0.8573749065399169
0.1,Depol,4,16384,0.0015079975128173828,8.940696716308594e-08,0.2044247857050564,0.8145060986280441
0.1,Depol,5,16384,0.0029532909393310547,8.429369698253576e-08,0.243954848901052,0.773780733346939
0.1,Depol,6,16384,0.007930278778076172,7.450580596923828e-08,0.2814602928056516,0.7350916508585215
0.1,Depol,7,16384,0.02554488182067871,5.2683560618991385e-08,0.31707370246950767,0.698337114881724
0.1,Depol,8,16384,0.19184589385986328,3.725290298461914e-08,0.35090529757748334,0.6634202152490616
0.1,Depol,9,16384,1.0514798164367676,2.6341780309495692e-08,0.3830520916160733,0.6302492402028291
0.1,Depol,10,16384,10.604802370071411,1.862645149230957e-08,0.41360284050801605,0.598736667598132
0.1,BitFlip,3,16384,0.0007128715515136719,7.850462293418876e-17,2.220446049250313e-16,0.9999999999999999
0.1,BitFlip,4,16384,0.0009326934814453125,2.9802322387695312e-08,1.1920928955078125e-07,0.9999998807907104
0.1,BitFlip,5,16384,0.002386331558227539,3.1610136343918214e-08,1.7881393410412727e-07,0.9999998211860656
0.1,BitFlip,6,16384,0.00439906120300293,2.9802322387695312e-08,2.384185791015625e-07,0.9999997615814209
0.1,BitFlip,7,16384,0.05437779426574707,1.5805068171959107e-08,1.7881393410412727e-07,0.9999998211860656
0.1,BitFlip,8,16384,0.07829904556274414,1.4901161193847656e-08,2.384185791015625e-07,0.9999997615814209
0.1,BitFlip,9,16384,0.5063719749450684,7.902534085979553e-09,1.7881393410412727e-07,0.9999998211860656
0.1,BitFlip,10,16384,3.9300661087036133,1.1175870895385742e-08,3.5762786865234375e-07,0.9999996423721313
0.1,PhaseFlip,3,16384,0.0006902217864990234,7.850462293418876e-17,0.3055618027827188,0.7289999723434447
0.1,PhaseFlip,4,16384,0.0012559890747070312,2.9802322387695312e-08,0.37406119847368996,0.6560999639332294
0.1,PhaseFlip,5,16384,0.001645803451538086,3.1610136343918214e-08,0.4356144129088893,0.5904899071902036
0.1,PhaseFlip,6,16384,0.0031507015228271484,2.9802322387695312e-08,0.49104458473832574,0.5314408708363771
0.1,PhaseFlip,7,16384,0.01636791229248047,1.5805068171959107e-08,0.5410099414658068,0.47829681448638434
0.1,PhaseFlip,8,16384,0.07790303230285645,1.4901161193847656e-08,0.5860714711205383,0.430467109545134
0.1,PhaseFlip,9,16384,0.5440583229064941,7.902534085979553e-09,0.6267205540260165,0.38742041855584824
0.1,PhaseFlip,10,16384,4.070908546447754,1.1175870895385742e-08,0.6633937274214373,0.34867836197372526
0.1,AmpDamp,3,16384,0.0007176399230957031,0.0615436717310183,0.14497468335824631,0.9249830758199094
0.1,AmpDamp,4,16384,0.0008447170257568359,0.050376084455110555,0.1711446175773764,0.9012494992930442
0.1,AmpDamp,5,16384,0.002483367919921875,0.03992572217601578,0.1952155664604208,0.8781248352024703
0.1,AmpDamp,6,16384,0.0040509700775146484,0.031004062840736132,0.21777385649658643,0.855593565327581
0.1,AmpDamp,7,16384,0.017460107803344727,0.02373935907459655,0.23915290963361882,0.8336404833207779
0.1,AmpDamp,8,16384,0.07091116905212402,0.01799052119974459,0.25956199331213886,0.8122506101581166
0.1,AmpDamp,9,16384,0.4868025779724121,0.013526971431322381,0.27914176063399987,0.7914096352344584
0.1,AmpDamp,10,16384,5.013229846954346,0.010107916863778404,0.2979923426941513,0.7711032283195891
0.5,Depol,3,16384,0.0011577606201171875,2.1073424176942392e-08,0.632764298242742,0.42187496647238726
0.5,Depol,4,16384,0.001592397689819336,1.4901161193847656e-08,0.7209545194313903,0.3164062248542905
0.5,Depol,5,16384,0.0029668807983398438,1.0536712088471196e-08,0.7878820222900283,0.23730466846609485
0.5,Depol,6,16384,0.007946491241455078,7.450580596923828e-09,0.8388370720067388,0.17797850143688265
0.5,Depol,7,16384,0.02773261070251465,5.268356044235598e-09,0.8776589004028186,0.13348387609948983
0.5,Depol,8,16384,0.17035412788391113,3.725290298461914e-09,0.9072250254895604,0.10011290708007436
0.5,Depol,9,16384,1.0487403869628906,2.634178022117799e-09,0.9297217608101113,0.07508468031142
0.5,Depol,10,16384,8.328548669815063,1.30385160446167e-08,0.9468199168691745,0.05631349233249239
0.5,BitFlip,3,16384,0.0006463527679443359,2.1073424176942392e-08,5.960464455334602e-08,0.9999999403953551
0.5,BitFlip,4,16384,0.0012316703796386719,2.9802322387695312e-08,1.1920928955078125e-07,0.9999998807907104
0.5,BitFlip,5,16384,0.0015482902526855469,3.1610136343918214e-08,1.7881393410412727e-07,0.9999998211860656
0.5,BitFlip,6,16384,0.0039560794830322266,2.9802322387695312e-08,2.384185791015625e-07,0.9999997615814209
0.5,BitFlip,7,16384,0.04774069786071777,1.5805068171959107e-08,1.7881393410412727e-07,0.9999998211860656
0.5,BitFlip,8,16384,0.20113778114318848,1.4901161193847656e-08,2.384185791015625e-07,0.9999997615814209
0.5,BitFlip,9,16384,0.5442655086517334,7.902534085979553e-09,1.7881393410412727e-07,0.9999998211860656
0.5,BitFlip,10,16384,4.235972881317139,1.1175870895385742e-08,3.5762786865234375e-07,0.9999996423721313
0.5,PhaseFlip,3,16384,0.0006670951843261719,2.1073424176942392e-08,0.9354143466934856,0.12499999254941933
0.5,PhaseFlip,4,16384,0.0008902549743652344,2.9802322387695312e-08,0.9682458365518547,0.06249999254941939
0.5,PhaseFlip,5,16384,0.0015735626220703125,3.1610136343918214e-08,0.9842509842514771,0.031249994412064528
