probability,noise_model,n_bits,shots,time_s,L2_pop,Fro_norm,Fidelity
0.0,none,3,4096,0.001574349997099489,0.24786225905306888,2.893410624288032e-15,1.0
0.0,none,4,4096,0.001688192001893185,0.1799009962138084,6.150553490970361e-15,0.9999999999999962
0.0,none,5,4096,0.0019915370066883042,0.1277385186039506,1.4409335622921437e-14,0.9999999999999898
0.0,none,6,4096,0.002092899005219806,0.09063899491213283,1.1541505555401834e-13,1.000000000000084
0.0,none,7,4096,0.0023778429967933334,0.06403190068090725,1.3957354494248653e-13,1.0000000000001013
