target,n_bits,shots,sim_time_s,l2_norm
nvidia,3,1024,0.0008058000000090715,0.024820830131130536
nvidia,4,1024,0.0008437070000013591,0.025390625
nvidia,5,1024,0.0009671749999995427,0.03633022507370757
nvidia,6,1024,0.001053541000004543,0.026057937625246747
nvidia,7,1024,0.0012054199999909088,0.03081979265245996
nvidia,8,1024,0.0012785039999982928,0.030788833536004777
nvidia,9,1024,0.0017561700000072733,0.029100907081545585
nvidia,10,1024,0.002175097999995046,0.031341419015392995
nvidia,11,1024,0.0018305139999910125,0.031341419015392995
nvidia,12,1024,0.002057922000005874,0.03158390943124263
nvidia,13,1024,0.0024534509999938336,0.03140221716955767
nvidia,14,1024,0.0025909950000055915,0.03140221716955767
nvidia,15,1024,0.0030155980000046156,0.031158312760827766
nvidia,16,1024,0.0037411120000001574,0.03125
nvidia,17,1024,0.004461725999988175,0.031219467506144103
nvidia,18,1024,0.005455877000002829,0.031219467506144103
nvidia,19,1024,0.006138655000000881,0.03128050269149798
nvidia,20,1024,0.0071715480000023035,0.03126525506559008
nvidia,21,1024,0.009403073999990852,0.031242369673918732
nvidia,22,1024,0.013232396000006474,0.031246185069875306
nvidia,23,1024,0.024763274999997975,0.031278597144745186
nvidia,24,1024,0.04864507300000298,0.031249046311131234
nvidia,25,1024,0.09607730199999764,0.031249523159203763
nvidia,26,1024,0.19110235499999817,0.031249761580511397
nvidia,27,1024,0.38178728799999817,0.031249880790483076
nvidia,28,1024,0.8204854979999965,0.03124994039529838
nvidia,3,2048,0.0009078390000070158,0.018347943582085875
nvidia,4,2048,0.00101251399999569,0.018399847345133568
nvidia,5,2048,0.001154318999994075,0.017632295005144325
nvidia,6,2048,0.0012098789999868131,0.025192662772489122
nvidia,7,2048,0.0013605750000067474,0.020933546006080096
nvidia,8,2048,0.0015134460000041372,0.021945512748285382
nvidia,9,2048,0.0017780499999986432,0.023274170484009735
nvidia,10,2048,0.0019199470000046404,0.02142881665770673
nvidia,11,2048,0.002629718000008552,0.02230114696615085
nvidia,12,2048,0.002569835999992165,0.021999766261853144
nvidia,13,2048,0.0027645620000100735,0.021814753812195973
nvidia,14,2048,0.0030279930000034483,0.022140203220223895
nvidia,15,2048,0.003997513000001618,0.0219780809275916
nvidia,16,2048,0.00486192200000346,0.022075497178627567
nvidia,17,2048,0.005162855999998328,0.022118655572082275
nvidia,18,2048,0.0058715619999958335,0.02209708691207961
nvidia,19,2048,0.007930528000002823,0.02209708691207961
nvidia,20,2048,0.00790684800000463,0.022086294683395784
nvidia,21,2048,0.010098834999993755,0.022118655572082275
nvidia,22,2048,0.013939755999999193,0.02209169145676488
nvidia,23,2048,0.025670974999997043,0.022094389349118684
nvidia,24,2048,0.0502576949999991,0.022095738171765716
nvidia,25,2048,0.0987679159999999,0.022096412552213365
nvidia,26,2048,0.1931745490000054,0.022096749734719045
nvidia,27,2048,0.382366085000001,0.022096918324042453
nvidia,28,2048,0.8266306410000084,0.02209700261822181
nvidia,3,4096,0.0015732819999954017,0.014033308460156166
nvidia,4,4096,0.0015502789999999322,0.01760184489030853
nvidia,5,4096,0.0018582699999996066,0.0165187791250364
nvidia,6,4096,0.001733194000010485,0.014435298338959455
nvidia,7,4096,0.0018997960000035619,0.015433086552030378
nvidia,8,4096,0.002002484000001914,0.015460097850573793
nvidia,9,4096,0.0024292369999869834,0.015156394721844489
nvidia,10,4096,0.002559145000006424,0.015223102800898336
nvidia,11,4096,0.002884562999994955,0.01570869916225138
nvidia,12,4096,0.0034918190000041704,0.015636439903912027
nvidia,13,4096,0.004604324000013094,0.01563262753279504
nvidia,14,4096,0.004225159999990069,0.015663100519868595
nvidia,15,4096,0.004599570999999969,0.015723869324320915
nvidia,16,4096,0.006575503999997068,0.015602095027998494
nvidia,17,4096,0.00851837599999783,0.01568591641036036
nvidia,18,4096,0.007966260999992869,0.015621184836959366
nvidia,19,4096,0.009417708000000857,0.01562881423171799
nvidia,20,4096,0.009962264999998638,0.015617368741913551
nvidia,21,4096,0.01378544800000725,0.015617368741913551
nvidia,22,4096,0.016172625999999468,0.01563262753279504
nvidia,23,4096,0.02660062900000071,0.01563262753279504
nvidia,24,4096,0.051024904000001925,0.015626907232231698
nvidia,25,4096,0.09991737199999307,0.015624046296577987
nvidia,26,4096,0.19436104000000398,0.015624523155565617
nvidia,27,4096,0.3860534819999941,0.015624761579601881
nvidia,28,4096,0.8258120779999985,0.015624880790255698
nvidia,3,8192,0.0024193210000049703,0.00621000846776216
nvidia,4,8192,0.0025696950000053675,0.009652049512095116
nvidia,5,8192,0.0026008690000054457,0.012510867163397419
nvidia,6,8192,0.003002538999993476,0.010458227534474559
nvidia,7,8192,0.003107839000008994,0.01277721104309524
nvidia,8,8192,0.003182751000011308,0.011002592128167723
nvidia,9,8192,0.0035029060000084655,0.011049892072884137
nvidia,10,8192,0.0036592809999973497,0.010901910918831107
nvidia,11,8192,0.004632022999999208,0.011111751511450465
nvidia,12,8192,0.005064988000000881,0.011135863839648912
nvidia,13,8192,0.005932543000000123,0.0109890404637958
nvidia,14,8192,0.006346698000001538,0.010974114304520286
nvidia,15,8192,0.007623196999986703,0.011049892072884137
nvidia,16,8192,0.01058119500000032,0.011082209642471684
nvidia,17,8192,0.01104328400001009,0.011062022225790226
nvidia,18,8192,0.01192196099999876,0.011059327786041137
nvidia,19,8192,0.01661124099999256,0.011040448295502943
nvidia,20,8192,0.016274938999998767,0.011040448295502943
nvidia,21,8192,0.018056882999999857,0.011044496617448751
nvidia,22,8192,0.02768649600000117,0.011052588812905467
nvidia,23,8192,0.03763279900000782,0.01104584572838244
nvidia,24,8192,0.059479768000002764,0.011048543456039806
nvidia,25,8192,0.10573306799999216,0.011048543456039806
nvidia,26,8192,0.20180040500000018,0.011047869085882858
nvidia,27,8192,0.391535728000008,0.011048206276106682
nvidia,28,8192,0.829828634000009,0.011048374867359522
nvidia,3,16384,0.004669844999995121,0.0073960910447759326
nvidia,4,16384,0.004430935000016234,0.011162927952985768
nvidia,5,16384,0.004552106000005551,0.009436200968283617
nvidia,6,16384,0.00467761300001257,0.00840735738047434
nvidia,7,16384,0.0048648970000044756,0.007304355389394161
nvidia,8,16384,0.005146603000014238,0.007809161426543924
nvidia,9,16384,0.005275001999990536,0.007429259792335419
nvidia,10,16384,0.005625258000009126,0.007877082912549647
nvidia,11,16384,0.006446457999999211,0.007847231908996664
nvidia,12,16384,0.008605871000014531,0.00792282408798045
nvidia,13,16384,0.009066454999981488,0.007793403173590023
nvidia,14,16384,0.010196019999995087,0.007802479994044496
nvidia,15,16384,0.010938756999991028,0.007817743449139667
nvidia,16,16384,0.02151498599999968,0.007802002529919333
nvidia,17,16384,0.01911131800000021,0.00780534416544499
nvidia,18,16384,0.020056292000020903,0.007828219811023352
nvidia,19,16384,0.02178681400002347,0.007803912211144829
nvidia,20,16384,0.025711596999997255,0.007800092381150365
nvidia,21,16384,0.02577397900000733,0.007818219951956014
nvidia,22,16384,0.030184724999998025,0.007817743449139667
nvidia,23,16384,0.04126042400000074,0.0078120231482889935
nvidia,24,16384,0.06944978600000695,0.0078125
nvidia,25,16384,0.1145576700000106,0.0078125
nvidia,26,16384,0.20896753499999932,0.0078125
nvidia,27,16384,0.4015672040000027,0.007812976822607176
nvidia,28,16384,0.8493970190000084,0.007812261577782809
nvidia,3,32768,0.0099442209999836,0.004861020094912581
nvidia,4,32768,0.008661632000013242,0.004436714317721252
nvidia,5,32768,0.009500782999992907,0.0053114615154637125
nvidia,6,32768,0.008739645000019891,0.005531516235754617
nvidia,7,32768,0.008828672999982246,0.005329141637292483
nvidia,8,32768,0.008967713000004096,0.005406178413314062
nvidia,9,32768,0.009985969000013029,0.005732270324887279
nvidia,10,32768,0.00996858400000633,0.005556713834525004
nvidia,11,32768,0.010647820999992064,0.005583132326246626
nvidia,12,32768,0.01119749200000797,0.00557845968957396
nvidia,13,32768,0.01356046200001515,0.0055104302212044265
nvidia,14,32768,0.017114080999988346,0.0055374059311775236
nvidia,15,32768,0.019133624999994936,0.005500449541533713
nvidia,16,32768,0.03441609000000767,0.005526799960396474
nvidia,17,32768,0.03502279899998939,0.005505188391248469
nvidia,18,32768,0.0511552690000201,0.005528316344836061
nvidia,19,32768,0.04982218000000671,0.005519886715424511
nvidia,20,32768,0.04403773900000374,0.005526631447553675
nvidia,21,32768,0.04476210899997568,0.0055294954674568785
nvidia,22,32768,0.059020777000000635,0.005525620262576306
nvidia,23,32768,0.06552442299999939,0.005522079656982503
nvidia,24,32768,0.09325087899998152,0.00552292286419122
nvidia,25,32768,0.14022731099998964,0.005523597337279671
nvidia,26,32768,0.24298625200000856,0.005524440312841585
nvidia,27,32768,0.427924446999981,0.005524271728019903
nvidia,28,32768,0.8688247229999888,0.005524271728019903
nvidia,3,65536,0.017801692000006142,0.004646745983069503
nvidia,4,65536,0.016924269000014647,0.0040658302595441365
nvidia,5,65536,0.017640292999999474,0.0035570983257039567
nvidia,6,65536,0.017443529000018998,0.0037405513898001244
nvidia,7,65536,0.01775960500000906,0.0037601693667340154
nvidia,8,65536,0.017661624999988135,0.004013032514227969
nvidia,9,65536,0.017859342000008382,0.003780363065563216
nvidia,10,65536,0.01878801300000532,0.00388473306664296
nvidia,11,65536,0.01957840400001487,0.003918271639707508
nvidia,12,65536,0.021777047999989918,0.003961059380335892
nvidia,13,65536,0.02332868100000951,0.003890662085881101
nvidia,14,65536,0.02619971400000054,0.0038775342222335425
nvidia,15,65536,0.03085281699998177,0.003911491691897489
nvidia,16,65536,0.06953137799999354,0.003918628154119756
nvidia,17,65536,0.075274367999981,0.003913277027556612
nvidia,18,65536,0.08183878199997707,0.0039027317415560145
nvidia,19,65536,0.07722162400000343,0.0039023737748740826
nvidia,20,65536,0.09317313799999738,0.0039058923557589442
nvidia,21,65536,0.12066470700000309,0.0039072035579294975
nvidia,22,65536,0.11615999500000385,0.0039075014970609365
nvidia,23,65536,0.12452301400000465,0.003906488411303588
nvidia,24,65536,0.15364323499997568,0.0039065480118560605
nvidia,25,65536,0.20801195999999322,0.003906488411303588
nvidia,26,65536,0.3359827580000001,0.0039061903949004703
nvidia,27,65536,0.4925234869999997,0.0039060711819727603
nvidia,28,65536,0.9826544160000026,0.003906428809841787
nvidia,3,131072,0.0356247269999983,0.002475947178775137
nvidia,4,131072,0.037699757000012823,0.003320496217469461
nvidia,5,131072,0.0424580879999894,0.0027855545283495815
nvidia,6,131072,0.040386471999994455,0.002862822920115395
nvidia,7,131072,0.03644622499999173,0.0027538415549504688
nvidia,8,131072,0.03634802300001638,0.0026156697925711035
nvidia,9,131072,0.03660245699998654,0.00287003179619784
nvidia,10,131072,0.03684776599999395,0.0027458189858036173
nvidia,11,131072,0.03849124800001391,0.0028045886747540497
nvidia,12,131072,0.0380636220000099,0.0027423614286490056
nvidia,13,131072,0.03948550900000214,0.002749208677836573
nvidia,14,131072,0.051714292000013984,0.0027921707840724923
nvidia,15,131072,0.05966694099998904,0.0027663894205731485
nvidia,16,131072,0.12568403600002398,0.002765947523815424
nvidia,17,131072,0.1484496610000008,0.0027603862156477966
nvidia,18,131072,0.21155193399999916,0.0027543276606413467
nvidia,19,131072,0.21365494399998397,0.0027655055564475566
nvidia,20,131072,0.20535088299999416,0.0027629154706862815
nvidia,21,131072,0.20204186099999788,0.0027604916475417016
nvidia,22,131072,0.2351123980000125,0.0027627258568777963
nvidia,23,131072,0.2449570200000153,0.0027638422842698497
nvidia,24,131072,0.2913613310000187,0.002762599440441953
nvidia,25,131072,0.3235245440000085,0.0027623044462594297
nvidia,26,131072,0.44640031599999475,0.0027621358640099515
nvidia,27,131072,0.641451950000004,0.0027620515690266706
nvidia,28,131072,1.0667916910000201,0.0027619461966797176
nvidia,3,262144,0.07089647799998033,0.0014566949847515966
nvidia,4,262144,0.07333089499999801,0.002249507279719781
nvidia,5,262144,0.07016910400000143,0.0018812298593044972
nvidia,6,262144,0.06932341399999586,0.0023678302529628456
nvidia,7,262144,0.06947414000001118,0.0017713180251492484
nvidia,8,262144,0.0695206810000002,0.0018650709949459866
nvidia,9,262144,0.07013799500001028,0.0019193348962313807
nvidia,10,262144,0.07145805400000427,0.0020148175062760865
nvidia,11,262144,0.071642278000013,0.0019828061027438687
nvidia,12,262144,0.07482541100000617,0.0019153883293092353
nvidia,13,262144,0.07761442700001453,0.0019465574470903947
nvidia,14,262144,0.08112771199998292,0.001954182696052203
nvidia,15,262144,0.08741590300002144,0.0019699208963252926
nvidia,16,262144,0.20964526500000602,0.0019489780747589378
nvidia,17,262144,0.2579516309999974,0.0019518803564611037
nvidia,18,262144,0.31197406200001865,0.0019515895768708422
nvidia,19,262144,0.3813813380000113,0.001956549265322777
nvidia,20,262144,0.42769661299999484,0.0019518207128973377
nvidia,21,262144,0.4465315260000011,0.0019521487299473798
nvidia,22,262144,0.4563199149999946,0.001953996523484225
nvidia,23,262144,0.47919067899999845,0.0019536837136315734
nvidia,24,262144,0.5222413299999857,0.0019528418574138676
nvidia,25,262144,0.5800904680000087,0.001953385752914919
nvidia,26,262144,0.6849694019999788,0.0019531100987819623
nvidia,27,262144,0.922686098999975,0.0019530355909863802
nvidia,28,262144,1.4537468240000067,0.0019530057870722484
nvidia,3,524288,0.13571150399999965,0.0013261135424522635
nvidia,4,524288,0.13888729800001443,0.0010487573411523182
nvidia,5,524288,0.1461872079999864,0.0013685302867077875
nvidia,6,524288,0.1393516120000129,0.0015163769508066078
nvidia,7,524288,0.14406403300000648,0.0012950377531116644
nvidia,8,524288,0.14088648499998158,0.0013840466093422417
nvidia,9,524288,0.1385710979999999,0.0014130891987394545
nvidia,10,524288,0.14371277099999702,0.0013500013670635696
nvidia,11,524288,0.1593341899999814,0.0013847745148907401
nvidia,12,524288,0.15674771600001236,0.0013921842066421366
nvidia,13,524288,0.16579670400000168,0.001374090809515815
nvidia,14,524288,0.1677517450000039,0.00138442769066709
nvidia,15,524288,0.16633026100001302,0.0013781593708871466
nvidia,16,524288,0.34271014399999444,0.001386730343474697
nvidia,17,524288,0.42507830899998567,0.0013838678591953754
nvidia,18,524288,0.5835858570000028,0.0013775388929263385
nvidia,19,524288,0.6832161770000198,0.001381647329635034
nvidia,20,524288,0.8527232949999757,0.0013810626636388632
nvidia,21,524288,0.9142773439999985,0.0013814788026605086
nvidia,22,524288,1.0036231659999828,0.001381215438097509
nvidia,23,524288,1.016479937000014,0.0013814603687753817
nvidia,24,524288,1.083773739999998,0.0013808861617588617
nvidia,25,524288,1.1840052740000147,0.0013810073445812566
nvidia,26,524288,1.2811311590000116,0.0013812812839459055
nvidia,27,524288,1.556451280999994,0.0013809678296119578
nvidia,28,524288,1.9979159070000208,0.0013810784686769093
