target,init,shots,n_bits,sim_time_s,l2_error
qiskit-cpu,zero,131072,19,0.2843153850117232,0.0027578546410061
qiskit-cpu,zero,131072,20,0.4094988549913978,0.0027592894851398
qiskit-cpu,zero,131072,21,0.7376594889938133,0.0027643476879802
qiskit-cpu,zero,131072,22,1.3478808039944852,0.0027624098049409
qiskit-cpu,zero,131072,23,2.927874177999911,0.0027623465902142
qiskit-cpu,zero,131072,24,5.290943971005618,0.0027619251217279
qiskit-cpu,zero,131072,25,9.812909398999182,0.0027621780105369
qiskit-cpu,zero,131072,26,21.362167363986373,0.0027617986686398
qiskit-cpu,zero,131072,27,40.1505866219959,0.0027620094205702
qiskit-cpu,zero,262144,3,0.123556542006554,0.0010643210460368
qiskit-cpu,zero,262144,4,0.1085697640082798,0.0022325530005331
qiskit-cpu,zero,262144,5,0.1130082599993329,0.0021907059452343
qiskit-cpu,zero,262144,6,0.1242735060077393,0.00209402211444
qiskit-cpu,zero,262144,7,0.1636172280122991,0.0017553991731989
qiskit-cpu,zero,262144,8,0.2150764459947822,0.002106445295699
qiskit-cpu,zero,262144,9,0.3370337779924739,0.0017088396147316
qiskit-cpu,zero,262144,10,0.3274108939949656,0.0019092092975164
qiskit-cpu,zero,262144,11,0.3374482549988897,0.0019589426895757
qiskit-cpu,zero,262144,12,0.3180366680026054,0.001930726784501
qiskit-cpu,zero,262144,13,0.3356983849953394,0.0019529610803482
qiskit-cpu,zero,262144,14,0.3780506439943565,0.001968790352404
qiskit-cpu,zero,262144,15,0.2787034640059573,0.0019607098644855
qiskit-cpu,zero,262144,16,0.3235725919948891,0.0019537879891471
qiskit-cpu,zero,262144,17,0.4386941569973714,0.0019496275462612
qiskit-cpu,zero,262144,18,0.4941947269981028,0.0019527151750703
qiskit-cpu,zero,262144,19,0.6573467510024784,0.0019519101775595
qiskit-cpu,zero,262144,20,1.0739733850059563,0.0019529908849446
qiskit-cpu,zero,262144,21,1.5294285009877058,0.0019530206890861
qiskit-cpu,zero,262144,22,2.3358451209933264,0.0019530877467417
qiskit-cpu,zero,262144,23,4.150302409005235,0.0019533559543434
qiskit-cpu,zero,262144,24,7.205520034985966,0.0019530579436235
qiskit-cpu,zero,262144,25,14.55339487499441,0.001953274005928
qiskit-cpu,zero,262144,26,25.008445703002508,0.0019534230004899
qiskit-cpu,zero,262144,27,54.48210147299688,0.0019531622525477
qiskit-cpu,zero,524288,3,0.2706750069919508,0.0011577936133219
qiskit-cpu,zero,524288,4,0.2624206769978627,0.0010902228597574
qiskit-cpu,zero,524288,5,0.2778804999979911,0.0012553976863669
qiskit-cpu,zero,524288,6,0.3307130609900923,0.0013910888681113
qiskit-cpu,zero,524288,7,0.429513972994755,0.0012327552924764
qiskit-cpu,zero,524288,8,0.4745146509958431,0.0014331361216592
qiskit-cpu,zero,524288,9,0.7989150020002853,0.0013022428901584
qiskit-cpu,zero,524288,10,0.6940230460022576,0.0013672803097967
qiskit-cpu,zero,524288,11,0.6962421380012529,0.0013816262648873
qiskit-cpu,zero,524288,12,0.7624633469968103,0.0013620339059557
qiskit-cpu,zero,524288,13,0.7980566710029962,0.0013770343836013
qiskit-cpu,zero,524288,14,0.8197210340003949,0.0013860559600559
qiskit-cpu,zero,524288,15,1.8160570199979704,0.0013709525225114
qiskit-cpu,zero,524288,16,0.810460012013209,0.0013861058284277
qiskit-cpu,zero,524288,17,1.032362190002459,0.0013844828730597
qiskit-cpu,zero,524288,18,1.3137227679981152,0.0013800639452436
qiskit-cpu,zero,524288,19,1.519511546997819,0.0013781197742576
qiskit-cpu,zero,524288,20,2.4655758049921133,0.0013814024321064
qiskit-cpu,zero,524288,21,3.5218988499982515,0.0013808229317165
qiskit-cpu,zero,524288,22,4.9425685799942585,0.0013814261337646
qiskit-cpu,zero,524288,23,5.899705472998903,0.0013813629284388
qiskit-cpu,zero,524288,24,7.785903071999201,0.0013808387394985
qiskit-cpu,zero,524288,25,16.710487325006397,0.0013810047102851
qiskit-cpu,zero,524288,26,33.157176000997424,0.001380851912512
qiskit-cpu,zero,524288,27,64.07043043999874,0.0013810732003509
qiskit-cpu,ghz,1024,3,0.0137485659943195,0.2569231820688336
qiskit-cpu,ghz,1024,4,0.0384509730065474,0.179033499028573
qiskit-cpu,ghz,1024,5,0.0602312609989894,0.1312668562464574
qiskit-cpu,ghz,1024,6,0.0451194729976123,0.0928607730365481
qiskit-cpu,ghz,1024,7,0.0740370480052661,0.0721070896170888
qiskit-cpu,ghz,1024,8,0.0761152310005854,0.0537198146073244
qiskit-cpu,ghz,1024,9,0.064341429999331,0.0425449627163905
qiskit-cpu,ghz,1024,10,0.0643023969896603,0.0376198443051918
qiskit-cpu,ghz,1024,11,0.0647054590081097,0.0344714113178179
qiskit-cpu,ghz,1024,12,0.0484729150048224,0.0329146475514701
qiskit-cpu,ghz,1024,13,0.0646824750001542,0.0323889139683144
qiskit-cpu,ghz,1024,14,0.0688133660005405,0.0319740342651267
qiskit-cpu,ghz,1024,15,0.0300034469983074,0.0313718328207207
qiskit-cpu,ghz,1024,16,0.0259760180051671,0.0312805026914979
qiskit-cpu,ghz,1024,17,0.0482532589958282,0.0313414190153929
qiskit-cpu,ghz,1024,18,0.0692801969998981,0.03125
qiskit-cpu,ghz,1024,19,0.0937284550018375,0.0312805026914979
qiskit-cpu,ghz,1024,20,0.1700254880124703,0.0312347374838271
qiskit-cpu,ghz,1024,21,0.395971849997295,0.031272879807824
qiskit-cpu,ghz,1024,22,1.2097336690058,0.0312461850698753
qiskit-cpu,ghz,1024,23,2.1154413190088235,0.0312480925931559
qiskit-cpu,ghz,1024,24,4.593813494007918,0.0312490463111312
qiskit-cpu,ghz,1024,25,8.9727553390112,0.0312495231592037
qiskit-cpu,ghz,1024,26,15.921690516013769,0.0312497615805113
qiskit-cpu,ghz,1024,27,31.22682923899265,0.031249880790483
qiskit-cpu,ghz,2048,3,0.0015767800068715,0.2462593611278873
qiskit-cpu,ghz,2048,4,0.0019326220062794,0.173727971059547
qiskit-cpu,ghz,2048,5,0.0024137160071404,0.1273300444359635
qiskit-cpu,ghz,2048,6,0.0030912869988242,0.0873109136831894
qiskit-cpu,ghz,2048,7,0.0042340539948781,0.0667107277543107
qiskit-cpu,ghz,2048,8,0.0051647419895743,0.0490133206692562
qiskit-cpu,ghz,2048,9,0.0224282910057809,0.0377842619573302
qiskit-cpu,ghz,2048,10,0.0072831389989005,0.0309972075158278
qiskit-cpu,ghz,2048,11,0.0085522290028166,0.0268510294626318
qiskit-cpu,ghz,2048,12,0.0105971610028063,0.025012204052472
qiskit-cpu,ghz,2048,13,0.0193568699905881,0.0236602371866908
qiskit-cpu,ghz,2048,14,0.0189196249993983,0.0226511982514515
qiskit-cpu,ghz,2048,15,0.0148159620002843,0.0225033566832088
qiskit-cpu,ghz,2048,16,0.0242422070004977,0.0223118352710856
qiskit-cpu,ghz,2048,17,0.0327868469903478,0.0222261849155098
qiskit-cpu,ghz,2048,18,0.0449292520061135,0.0220754971786275
qiskit-cpu,ghz,2048,19,0.0936821030045393,0.0221186555720822
qiskit-cpu,ghz,2048,20,0.2733787089964608,0.0221294320187981
qiskit-cpu,ghz,2048,21,0.3757983010000316,0.0220970869120796
qiskit-cpu,ghz,2048,22,0.7811498400114942,0.0221024810503052
qiskit-cpu,ghz,2048,23,2.20861414099636,0.0220943893491186
qiskit-cpu,ghz,2048,24,3.698091323007248,0.0220957381717657
qiskit-cpu,ghz,2048,25,7.304719444000511,0.0220964125522133
qiskit-cpu,ghz,2048,26,12.760972689997288,0.022096749734719
qiskit-cpu,ghz,2048,27,25.55167649500072,0.0220969183240424
qiskit-cpu,ghz,4096,3,0.002355869000894,0.245923422346283
qiskit-cpu,ghz,4096,4,0.0025935750018106,0.1809149572267369
qiskit-cpu,ghz,4096,5,0.0031557890033582,0.1249604162483755
qiskit-cpu,ghz,4096,6,0.0046778040123172,0.0906994743828227
qiskit-cpu,ghz,4096,7,0.0221492380078416,0.0645612330206221
qiskit-cpu,ghz,4096,8,0.0130058899958385,0.0458126483826361
qiskit-cpu,ghz,4096,9,0.0096232030045939,0.0350322656407674
qiskit-cpu,ghz,4096,10,0.0095188569976016,0.0263694479644475
qiskit-cpu,ghz,4096,11,0.0114114209864055,0.0219210548600928
qiskit-cpu,ghz,4096,12,0.0200295190006727,0.0195586965355173
qiskit-cpu,ghz,4096,13,0.0166360490111401,0.0174556278630073
qiskit-cpu,ghz,4096,14,0.0292494089953834,0.0166589083097968
qiskit-cpu,ghz,4096,15,0.0173897460044827,0.0161834115421646
qiskit-cpu,ghz,4096,16,0.020270253997296,0.0159309942393314
qiskit-cpu,ghz,4096,17,0.0270317800022894,0.0157617308511415
qiskit-cpu,ghz,4096,18,0.0386467720090877,0.0157276595785218
qiskit-cpu,ghz,4096,19,0.0652877609973074,0.0156516801023677
qiskit-cpu,ghz,4096,20,0.1374162179999984,0.0156478714442988
qiskit-cpu,ghz,4096,21,0.2656653890007874,0.0156211848369593
qiskit-cpu,ghz,4096,22,0.6356563240115065,0.015625
qiskit-cpu,ghz,4096,23,1.3668814639968332,0.0156288142317179
qiskit-cpu,ghz,4096,24,3.49321800400503,0.0156269072322316
qiskit-cpu,ghz,4096,25,6.337801019995823,0.0156240462965779
qiskit-cpu,ghz,4096,26,13.517548162999448,0.0156245231555656
qiskit-cpu,ghz,4096,27,25.597255505999783,0.0156247615796018
qiskit-cpu,ghz,8192,3,0.0034112810099031,0.2528839069896548
qiskit-cpu,ghz,8192,4,0.0041721919988049,0.1778849707816017
qiskit-cpu,ghz,8192,5,0.00491873100691,0.1262377021012075
qiskit-cpu,ghz,8192,6,0.0059654240030795,0.0888678582134716
qiskit-cpu,ghz,8192,7,0.0077796099940314,0.061887601859961
qiskit-cpu,ghz,8192,8,0.0161626530025387,0.0458191531815987
qiskit-cpu,ghz,8192,9,0.0156211030116537,0.0332394569432027
qiskit-cpu,ghz,8192,10,0.0139110129966866,0.0242241145929778
qiskit-cpu,ghz,8192,11,0.0157332739909179,0.0189331015335364
qiskit-cpu,ghz,8192,12,0.0182252890081144,0.0157162860736631
qiskit-cpu,ghz,8192,13,0.0213918180088512,0.013494153911558
qiskit-cpu,ghz,8192,14,0.0282177650078665,0.0122314209471438
qiskit-cpu,ghz,8192,15,0.0200105520052602,0.0117136626327101
qiskit-cpu,ghz,8192,16,0.0454713310027727,0.0114016547156597
qiskit-cpu,ghz,8192,17,0.3906502199970418,0.0111826000884753
qiskit-cpu,ghz,8192,18,0.0756155190028948,0.0111452267680794
qiskit-cpu,ghz,8192,19,0.1281495269940933,0.0110714476009504
qiskit-cpu,ghz,8192,20,0.1389337749860715,0.0110781751020883
qiskit-cpu,ghz,8192,21,0.2814192410005489,0.011055284895105
qiskit-cpu,ghz,8192,22,0.624313965003239,0.0110620222257902
qiskit-cpu,ghz,8192,23,1.7912037759961097,0.0110539369362029
qiskit-cpu,ghz,8192,24,3.612909983014106,0.0110566326896721
qiskit-cpu,ghz,8192,25,6.937168147996999,0.0110512405251526
qiskit-cpu,ghz,8192,26,12.816791807999834,0.0110519146895897
qiskit-cpu,ghz,8192,27,31.135546151999733,0.0110495549341043
qiskit-cpu,ghz,16384,3,0.0079698580084368,0.2498372859726986
qiskit-cpu,ghz,16384,4,0.022143711001263,0.1781032214319438
qiskit-cpu,ghz,16384,5,0.0099296160042285,0.1257173695859476
qiskit-cpu,ghz,16384,6,0.0293577889970038,0.0888080190350955
qiskit-cpu,ghz,16384,7,0.0151623369893059,0.0637563554550329
qiskit-cpu,ghz,16384,8,0.022508067995659,0.0457005394098263
qiskit-cpu,ghz,16384,9,0.0294233960012206,0.0321761227842347
qiskit-cpu,ghz,16384,10,0.0347016970044933,0.0234525949823619
qiskit-cpu,ghz,16384,11,0.0330407689907588,0.0174509321045801
qiskit-cpu,ghz,16384,12,0.0347875870065763,0.0135390780493398
qiskit-cpu,ghz,16384,13,0.0494405799981905,0.0110367360292392
qiskit-cpu,ghz,16384,14,0.0450513579999096,0.0094928800856111
qiskit-cpu,ghz,16384,15,0.0463907819939777,0.0087623189311562
qiskit-cpu,ghz,16384,16,0.0425557810085592,0.0082661523488493
qiskit-cpu,ghz,16384,17,0.110933695003041,0.0080751149455767
qiskit-cpu,ghz,16384,18,0.0772452849923865,0.0079054076458457
qiskit-cpu,ghz,16384,19,0.1242295260017272,0.0078699858006369
qiskit-cpu,ghz,16384,20,0.1898499890085077,0.0078420081769282
qiskit-cpu,ghz,16384,21,0.5611587340099504,0.0078239357221494
qiskit-cpu,ghz,16384,22,0.8321282170072664,0.0078263160610411
qiskit-cpu,ghz,16384,23,2.2110884390131105,0.007819172870474
qiskit-cpu,ghz,16384,24,3.896188550002989,0.0078134536161158
qiskit-cpu,ghz,16384,25,7.821119824991911,0.0078134536161158
qiskit-cpu,ghz,16384,26,13.667790123989109,0.0078134536161158
qiskit-cpu,ghz,16384,27,26.75836836399685,0.0078120231482889
qiskit-cpu,ghz,32768,3,0.0111306579929078,0.2499001609107652
qiskit-cpu,ghz,32768,4,0.0120145469991257,0.1775470102375633
qiskit-cpu,ghz,32768,5,0.0139660010027,0.1259652213972471
qiskit-cpu,ghz,32768,6,0.0174592760013183,0.0891784624106649
qiskit-cpu,ghz,32768,7,0.0226082660083193,0.0628542842477194
qiskit-cpu,ghz,32768,8,0.0284284000081243,0.0444773364379167
qiskit-cpu,ghz,32768,9,0.0687110319995554,0.0320003837640668
qiskit-cpu,ghz,32768,10,0.053071946997079,0.0228685218283589
qiskit-cpu,ghz,32768,11,0.097440910001751,0.0165657892199963
qiskit-cpu,ghz,32768,12,0.0944540760101517,0.0123392950541587
qiskit-cpu,ghz,32768,13,0.0886210250027943,0.0095408316431491
qiskit-cpu,ghz,32768,14,0.104561428001034,0.0078342849266738
qiskit-cpu,ghz,32768,15,0.2906543709977995,0.0067998752330104
qiskit-cpu,ghz,32768,16,0.0715356829896336,0.0061856654173582
qiskit-cpu,ghz,32768,17,0.1079311450012028,0.005858262274308
qiskit-cpu,ghz,32768,18,0.0918104809970827,0.0057034406182732
qiskit-cpu,ghz,32768,19,0.1073310689971549,0.005606104851229
qiskit-cpu,ghz,32768,20,0.1806108919990947,0.005567597378897
qiskit-cpu,ghz,32768,21,0.3158219370088773,0.0055473201197014
qiskit-cpu,ghz,32768,22,1.015573569005937,0.005531179492307
qiskit-cpu,ghz,32768,23,1.5268850940046832,0.0055267999603964
qiskit-cpu,ghz,32768,24,4.075718954001786,0.0055267999603964
qiskit-cpu,ghz,32768,25,7.557421264005825,0.0055266314475536
qiskit-cpu,ghz,32768,26,18.336448928006572,0.0055247774670521
qiskit-cpu,ghz,32768,27,36.14487743799691,0.005524946036442
qiskit-cpu,ghz,65536,3,0.0238741390057839,0.2493775953460148
qiskit-cpu,ghz,65536,4,0.032672822009772,0.1772520350676862
qiskit-cpu,ghz,65536,5,0.0268087010044837,0.1254878452308293
qiskit-cpu,ghz,65536,6,0.0371705010038567,0.0888916888363605
qiskit-cpu,ghz,65536,7,0.0906035189982503,0.0626285356303524
qiskit-cpu,ghz,65536,8,0.0716911319905193,0.0442716613626646
qiskit-cpu,ghz,65536,9,0.092886027006898,0.0313278287055447
qiskit-cpu,ghz,65536,10,0.095757274000789,0.0224457565088434
qiskit-cpu,ghz,65536,11,0.127774335007416,0.0160797521677923
qiskit-cpu,ghz,65536,12,0.0826908750022994,0.0116707693773841
qiskit-cpu,ghz,65536,13,0.0909560930012958,0.0087219430484119
qiskit-cpu,ghz,65536,14,0.104302252002526,0.0067678535152181
qiskit-cpu,ghz,65536,15,0.1111491869960445,0.0055260416121367
qiskit-cpu,ghz,65536,16,0.0992203869973309,0.0047950972235601
qiskit-cpu,ghz,65536,17,0.1892007659916998,0.0043762143186897
qiskit-cpu,ghz,65536,18,0.1599081610038411,0.0041461811035626
qiskit-cpu,ghz,65536,19,0.2071394660015357,0.0040237516447219
qiskit-cpu,ghz,65536,20,0.302717388010933,0.0039664047438066
qiskit-cpu,ghz,65536,21,0.9781476610078244,0.003936826720274
qiskit-cpu,ghz,65536,22,1.853158979007276,0.0039229631510165
qiskit-cpu,ghz,65536,23,3.2444130840012804,0.003915121019114
qiskit-cpu,ghz,65536,24,6.383655600991915,0.0039113726405455
qiskit-cpu,ghz,65536,25,10.269101348007098,0.0039084547496587
qiskit-cpu,ghz,65536,26,24.42157353498624,0.0039068460009799
qiskit-cpu,ghz,65536,27,41.40001979599765,0.0039066076114992
qiskit-cpu,ghz,131072,3,0.0613780010025948,0.2488699145273198
qiskit-cpu,ghz,131072,4,0.0629661959974328,0.1770997888560473
qiskit-cpu,ghz,131072,5,0.0707474350056145,0.124513412445367
qiskit-cpu,ghz,131072,6,0.0766868560021976,0.0877532428336012
qiskit-cpu,ghz,131072,7,0.0915334290039027,0.0624359965434552
qiskit-cpu,ghz,131072,8,0.1065658849984174,0.0443914903030563
qiskit-cpu,ghz,131072,9,0.1620420639956137,0.0312812879514035
qiskit-cpu,ghz,131072,10,0.1899685749958735,0.0222096064742695
qiskit-cpu,ghz,131072,11,0.1579483450041152,0.0158761705819749
qiskit-cpu,ghz,131072,12,0.1567058840009849,0.0114263014797228
qiskit-cpu,ghz,131072,13,0.1868815859925234,0.0083126026013682
qiskit-cpu,ghz,131072,14,0.2193405100115342,0.0061686473869303
qiskit-cpu,ghz,131072,15,0.1363814650103449,0.0047865923847885
qiskit-cpu,ghz,131072,16,0.1609510819980641,0.0038946246965268
qiskit-cpu,ghz,131072,17,0.1955201199889416,0.0033776769441495
qiskit-cpu,ghz,131072,18,0.344513960997574,0.003087765930621
qiskit-cpu,ghz,131072,19,0.3345905500027584,0.0029310580862313
qiskit-cpu,ghz,131072,20,0.7996943639882375,0.0028474511267589
qiskit-cpu,ghz,131072,21,1.5924068320018705,0.0028070781024363
qiskit-cpu,ghz,131072,22,1.9282863560074477,0.0027836941403046
qiskit-cpu,ghz,131072,23,4.444414092009538,0.0027720016805887
qiskit-cpu,ghz,131072,24,7.158162503998028,0.0027668102090124
qiskit-cpu,ghz,131072,25,13.641472641000291,0.0027653582182946
qiskit-cpu,ghz,131072,26,22.831766456001787,0.0027635684853345
qiskit-cpu,ghz,131072,27,47.126308005012106,0.0027628101312881
qiskit-cpu,ghz,262144,3,0.1142413259949535,0.2503980734194495
qiskit-cpu,ghz,262144,4,0.1765511450066696,0.1768470575578689
qiskit-cpu,ghz,262144,5,0.180916593002621,0.1248616898325772
qiskit-cpu,ghz,262144,6,0.1711795190058183,0.0885201218055478
qiskit-cpu,ghz,262144,7,0.1946978039923124,0.0624549002649191
qiskit-cpu,ghz,262144,8,0.2447540160064818,0.0441466174578499
qiskit-cpu,ghz,262144,9,0.3879681919934228,0.0313256398842041
qiskit-cpu,ghz,262144,10,0.3786279070045566,0.0221682623600106
qiskit-cpu,ghz,262144,11,0.3438788479979848,0.0157453661743211
qiskit-cpu,ghz,262144,12,0.363264555009664,0.0111697228191013
qiskit-cpu,ghz,262144,13,0.5049223970127059,0.0080600030702668
qiskit-cpu,ghz,262144,14,0.502977888987516,0.005850402598341
qiskit-cpu,ghz,262144,15,0.4051233409991255,0.0043651472633425
qiskit-cpu,ghz,262144,16,0.4433435259998077,0.0033923963587003
qiskit-cpu,ghz,262144,17,0.4389600740105379,0.0027651266710495
qiskit-cpu,ghz,262144,18,0.487314932004665,0.0023857508291087
qiskit-cpu,ghz,262144,19,0.6147831649868749,0.002185571865982
qiskit-cpu,ghz,262144,20,0.8960942599951522,0.0020710960740717
qiskit-cpu,ghz,262144,21,1.8399239699938332,0.0020135387271184
qiskit-cpu,ghz,262144,22,2.334046034011408,0.0019831876966797
qiskit-cpu,ghz,262144,23,3.5156979839957785,0.0019683246455807
qiskit-cpu,ghz,262144,24,9.998426387013753,0.0019614667377749
qiskit-cpu,ghz,262144,25,13.415633584998432,0.0019571590486551
qiskit-cpu,ghz,262144,26,27.082364885995048,0.0019549197653011
qiskit-cpu,ghz,262144,27,57.65240160698886,0.0019542124820171
qiskit-cpu,ghz,524288,3,0.3123819559987169,0.2503021049532061
qiskit-cpu,ghz,524288,4,0.2949024489935254,0.1769447610798951
qiskit-cpu,ghz,524288,5,0.3861318989947904,0.1249191509158133
qiskit-cpu,ghz,524288,6,0.3896363899984862,0.0881673613980393
qiskit-cpu,ghz,524288,7,0.5992161329922965,0.0625785424578009
qiskit-cpu,ghz,524288,8,0.7088860160001786,0.0441243367167702
qiskit-cpu,ghz,524288,9,0.8368383979977807,0.0312146075116571
qiskit-cpu,ghz,524288,10,0.7474159830017015,0.0221571291351799
qiskit-cpu,ghz,524288,11,0.8385487170016859,0.0156764876220235
qiskit-cpu,ghz,524288,12,0.7630704009934561,0.0111404535460453
qiskit-cpu,ghz,524288,13,0.8329421849921346,0.0079319458986165
qiskit-cpu,ghz,524288,14,0.7972926820075372,0.0057029513610655
qiskit-cpu,ghz,524288,15,0.6807864570000675,0.0041503915015388
qiskit-cpu,ghz,524288,16,0.7045297000004211,0.0030863093426766
qiskit-cpu,ghz,524288,17,0.9170544299995528,0.0023888351882882
qiskit-cpu,ghz,524288,18,1.014195586001733,0.001948158461342
qiskit-cpu,ghz,524288,19,1.0543129819998285,0.0016903241687657
qiskit-cpu,ghz,524288,20,1.491755082999589,0.0015479329874481
qiskit-cpu,ghz,524288,21,1.8165363810112467,0.0014652360947018
qiskit-cpu,ghz,524288,22,3.2067917990061687,0.0014232834359862
qiskit-cpu,ghz,524288,23,8.044713312992826,0.0014017053064967
qiskit-cpu,ghz,524288,24,12.086229291002384,0.0013921528485523
qiskit-cpu,ghz,524288,25,23.023253156003197,0.0013864076250248
qiskit-cpu,ghz,524288,26,40.04095380200306,0.0013837811044788
qiskit-cpu,ghz,524288,27,75.33824376499979,0.0013824870248818
cudaq-gpu,ghz,4096,3,0.0019072849972872,0.2511598385408177
cudaq-gpu,ghz,4096,4,0.0019161259988322,0.1793345426331958
cudaq-gpu,ghz,4096,5,0.0020102440030314,0.1250791299220834
cudaq-gpu,ghz,4096,6,0.0022533380033564,0.0913594965900507
cudaq-gpu,ghz,4096,7,0.0021259749992168,0.0645316830082513
cudaq-gpu,ghz,4096,8,0.0023574750011903,0.0467451203599458
cudaq-gpu,ghz,4096,9,0.0038018800041754,0.0340188739225592
cudaq-gpu,ghz,4096,10,0.003156646998832,0.0267420367215202
cudaq-gpu,ghz,4096,11,0.0032577249949099,0.0215453237040138
cudaq-gpu,ghz,4096,12,0.0037837700001546,0.0192824732363067
cudaq-gpu,ghz,4096,13,0.0043169040000066,0.0177065081684265
cudaq-gpu,ghz,4096,14,0.0047900629942887,0.0166982193140249
cudaq-gpu,ghz,4096,15,0.0052087639996898,0.0160651209730098
cudaq-gpu,ghz,4096,16,0.0082650809999904,0.0157655120028934
cudaq-gpu,ghz,4096,17,0.0076520639995578,0.0157011085847788
cudaq-gpu,ghz,4096,18,0.0087475859982077,0.0157276595785218
cudaq-gpu,ghz,4096,19,0.0105269319974468,0.0156554878338685
cudaq-gpu,ghz,4096,20,0.0109203169995453,0.0156211848369593
cudaq-gpu,ghz,4096,21,0.0132000930025242,0.015632627532795
cudaq-gpu,ghz,4096,22,0.0209128190035698,0.0156211848369593
cudaq-gpu,ghz,4096,23,0.0345771499996772,0.015632627532795
cudaq-gpu,ghz,4096,24,0.0657802849964355,0.0156230925349376
cudaq-gpu,ghz,4096,25,0.1310358180053299,0.0156278607610626
cudaq-gpu,ghz,4096,26,0.2660761480001383,0.0156245231555656
cudaq-gpu,ghz,4096,27,0.5169948510010727,0.0156247615796018
cudaq-gpu,ghz,8192,3,0.0024771000025793,0.2465331378467493
cudaq-gpu,ghz,8192,4,0.00251118199958,0.178307500004989
cudaq-gpu,ghz,8192,5,0.0027669129995047,0.1254303200894979
cudaq-gpu,ghz,8192,6,0.0031183999963104,0.0883215618087365
cudaq-gpu,ghz,8192,7,0.0031083389985724,0.0635213840402777
cudaq-gpu,ghz,8192,8,0.0033950239958357,0.0456999687996054
cudaq-gpu,ghz,8192,9,0.0036601929969037,0.0332860472181265
cudaq-gpu,ghz,8192,10,0.0038695789990015,0.0245601100389829
cudaq-gpu,ghz,8192,11,0.0043585509993135,0.0191755326815028
cudaq-gpu,ghz,8192,12,0.005690300000424,0.0157153379100428
cudaq-gpu,ghz,8192,13,0.0058432599980733,0.0136827697941426
cudaq-gpu,ghz,8192,14,0.0066008680005325,0.012235075208326
cudaq-gpu,ghz,8192,15,0.0091845709976041,0.0117060274362664
cudaq-gpu,ghz,8192,16,0.0118191119981929,0.0114055748308574
cudaq-gpu,ghz,8192,17,0.0117622059988207,0.0112675593351702
cudaq-gpu,ghz,8192,18,0.0150543889976688,0.0111184546257184
cudaq-gpu,ghz,8192,19,0.0148766679994878,0.0110969904075815
cudaq-gpu,ghz,8192,20,0.0159093949987436,0.0110835541629064
cudaq-gpu,ghz,8192,21,0.0204265690044849,0.0110660626553006
cudaq-gpu,ghz,8192,22,0.0241778659983538,0.011055284895105
cudaq-gpu,ghz,8192,23,0.0387128829970606,0.0110512405251526
cudaq-gpu,ghz,8192,24,0.0717625890029012,0.0110471946745593
cudaq-gpu,ghz,8192,25,0.1350135300017427,0.0110485434560398
cudaq-gpu,ghz,8192,26,0.2713968890020624,0.0110492177850377
cudaq-gpu,ghz,8192,27,0.5244798749990878,0.0110482062761066
cudaq-gpu,ghz,16384,3,0.0044428900000639,0.2505997229550604
cudaq-gpu,ghz,16384,4,0.0045817940044798,0.1773050383610352
cudaq-gpu,ghz,16384,5,0.0050262039949302,0.124535203102768
cudaq-gpu,ghz,16384,6,0.0050136339996242,0.0884378142064851
cudaq-gpu,ghz,16384,7,0.0054786690016044,0.0637042729618402
cudaq-gpu,ghz,16384,8,0.0053635029980796,0.0452161356203808
cudaq-gpu,ghz,16384,9,0.0055505650016129,0.0325065930721557
cudaq-gpu,ghz,16384,10,0.0059747920022346,0.0237405575000987
cudaq-gpu,ghz,16384,11,0.0066112950007664,0.0176576299887631
cudaq-gpu,ghz,16384,12,0.0077201549938763,0.0136574260109285
cudaq-gpu,ghz,16384,13,0.0086790330024086,0.011090610221021
cudaq-gpu,ghz,16384,14,0.0103855330016813,0.0095613086930741
cudaq-gpu,ghz,16384,15,0.0115503869965323,0.0087055904930055
cudaq-gpu,ghz,16384,16,0.018867129998398,0.0083003324499537
cudaq-gpu,ghz,16384,17,0.0199447350023547,0.0080473875604733
cudaq-gpu,ghz,16384,18,0.0223122770039481,0.0079275246663162
cudaq-gpu,ghz,16384,19,0.0273225670025567,0.0078647771815647
cudaq-gpu,ghz,16384,20,0.0255444499998702,0.0078358301857077
cudaq-gpu,ghz,16384,21,0.0270151929944404,0.007832977161697
cudaq-gpu,ghz,16384,22,0.0338361600006464,0.0078229833837949
cudaq-gpu,ghz,16384,23,0.0497505469975294,0.0078129768226071
cudaq-gpu,ghz,16384,24,0.0814371669985121,0.007815837147368
cudaq-gpu,ghz,16384,25,0.1489332319979439,0.0078120231482889
cudaq-gpu,ghz,16384,26,0.2884806669972022,0.0078129768226071
cudaq-gpu,ghz,16384,27,0.5378127779986244,0.0078120231482889
cudaq-gpu,ghz,32768,3,0.0085942540026735,0.248557492584606
cudaq-gpu,ghz,32768,4,0.0088742190055199,0.1746715006300069
cudaq-gpu,ghz,32768,5,0.0089727349986787,0.1253749766345016
cudaq-gpu,ghz,32768,6,0.0088019680042634,0.0879681139663821
cudaq-gpu,ghz,32768,7,0.0089707549996091,0.0630526989512312
cudaq-gpu,ghz,32768,8,0.0091086579996044,0.0446755872533611
cudaq-gpu,ghz,32768,9,0.0093996829964453,0.031909480892473
cudaq-gpu,ghz,32768,10,0.0102640139957657,0.0228349804829413
cudaq-gpu,ghz,32768,11,0.0107953100014128,0.0165525160693511
