n_bits,shots,sim_time_s,throughput,l2_error,backend,init,method
12,131072,0.1632146100018872,803065.3628280242,0.002715185644727502,CPU,zero,statevector
13,131072,0.17623885400826111,743717.9544634129,0.002758529954743576,CPU,zero,statevector
14,131072,0.20692378100648057,633431.3019144717,0.0027596480796062426,CPU,zero,statevector
15,131072,0.1484786679939134,882766.5399407613,0.002745840184373707,CPU,zero,statevector
16,131072,0.16646909799601417,787365.3523558967,0.002759584801615805,CPU,zero,statevector
17,131072,0.22315296001033857,587363.9318695458,0.0027659896122625496,CPU,zero,statevector
18,131072,0.2346531000075629,558577.7473034685,0.0027698169837945667,CPU,zero,statevector
19,131072,0.28431538501172327,461009.17118711484,0.002757854641006145,CPU,zero,statevector
20,131072,0.4094988549913978,320079.0390555631,0.0027592894851398548,CPU,zero,statevector
21,131072,0.7376594889938133,177686.31998320203,0.0027643476879802634,CPU,zero,statevector
22,131072,1.3478808039944852,97243.02001450291,0.0027624098049409233,CPU,zero,statevector
23,131072,2.927874177999911,44766.951047581526,0.0027623465902142457,CPU,zero,statevector
24,131072,5.290943971005618,24772.89510497083,0.00276192512172791,CPU,zero,statevector
25,131072,9.812909398999182,13357.098763529604,0.002762178010536912,CPU,zero,statevector
26,131072,21.362167363986373,6135.707007940077,0.0027617986686398355,CPU,zero,statevector
27,131072,40.1505866219959,3264.5102108718424,0.002762009420570292,CPU,zero,statevector
3,262144,0.12355654200655408,2121652.1257619406,0.0010643210460368569,CPU,zero,statevector
4,262144,0.10856976400827989,2414521.2287650183,0.0022325530005331915,CPU,zero,statevector
5,262144,0.11300825999933295,2319688.843997309,0.002190705945234305,CPU,zero,statevector
6,262144,0.12427350600773934,2109411.7999992254,0.0020940221144400036,CPU,zero,statevector
7,262144,0.16361722801229917,1602178.4697409405,0.0017553991731989605,CPU,zero,statevector
8,262144,0.21507644599478226,1218841.0441111696,0.0021064452956990618,CPU,zero,statevector
9,262144,0.3370337779924739,777797.4111718078,0.0017088396147316974,CPU,zero,statevector
10,262144,0.3274108939949656,800657.5370825347,0.0019092092975164236,CPU,zero,statevector
11,262144,0.33744825499888975,776842.0672403907,0.0019589426895757225,CPU,zero,statevector
12,262144,0.31803666800260544,824257.1576616205,0.0019307267845010653,CPU,zero,statevector
13,262144,0.33569838499533944,780891.4541058617,0.0019529610803482368,CPU,zero,statevector
14,262144,0.3780506439943565,693409.7432827366,0.001968790352404025,CPU,zero,statevector
15,262144,0.27870346400595736,940583.9318681615,0.0019607098644855306,CPU,zero,statevector
16,262144,0.3235725919948891,810155.1444262641,0.0019537879891471464,CPU,zero,statevector
17,262144,0.43869415699737146,597555.2576178276,0.0019496275462612832,CPU,zero,statevector
18,262144,0.49419472699810285,530446.7767034802,0.001952715175070312,CPU,zero,statevector
19,262144,0.6573467510024784,398791.0484081964,0.0019519101775595496,CPU,zero,statevector
20,262144,1.0739733850059565,244087.98547512057,0.0019529908849446223,CPU,zero,statevector
21,262144,1.5294285009877058,171399.97053193874,0.0019530206890861668,CPU,zero,statevector
22,262144,2.3358451209933264,112226.61881303258,0.0019530877467417373,CPU,zero,statevector
23,262144,4.150302409005235,63162.626277835974,0.001953355954343488,CPU,zero,statevector
24,262144,7.205520034985966,36380.99661470313,0.001953057943623509,CPU,zero,statevector
25,262144,14.55339487499441,18012.56698190845,0.0019532740059280303,CPU,zero,statevector
26,262144,25.008445703002508,10482.218811724355,0.001953423000489978,CPU,zero,statevector
27,262144,54.482101472996874,4811.561832465791,0.00195316225254772,CPU,zero,statevector
3,524288,0.2706750069919508,1936964.9448853289,0.001157793613321944,CPU,zero,statevector
4,524288,0.26242067699786276,1997891.3475795581,0.0010902228597574793,CPU,zero,statevector
5,524288,0.27788049999799114,1886739.0839004184,0.0012553976863669254,CPU,zero,statevector
6,524288,0.33071306099009234,1585325.9572826694,0.0013910888681113987,CPU,zero,statevector
7,524288,0.429513972994755,1220654.1182919845,0.0012327552924764943,CPU,zero,statevector
8,524288,0.4745146509958431,1104893.176427113,0.0014331361216592582,CPU,zero,statevector
9,524288,0.7989150020002853,656250.0374724629,0.0013022428901584328,CPU,zero,statevector
10,524288,0.6940230460022576,755433.1272138973,0.0013672803097967267,CPU,zero,statevector
11,524288,0.6962421380012529,753025.3792238247,0.0013816262648873995,CPU,zero,statevector
12,524288,0.7624633469968103,687623.873416427,0.0013620339059557658,CPU,zero,statevector
13,524288,0.7980566710029962,656955.8516954388,0.0013770343836013732,CPU,zero,statevector
14,524288,0.8197210340003949,639593.2009227269,0.0013860559600559444,CPU,zero,statevector
15,524288,1.8160570199979702,288695.78114930884,0.001370952522511496,CPU,zero,statevector
16,524288,0.810460012013209,646901.7499057746,0.0013861058284277126,CPU,zero,statevector
17,524288,1.032362190002459,507852.77209614887,0.0013844828730597248,CPU,zero,statevector
18,524288,1.3137227679981152,399085.72247622965,0.0013800639452436602,CPU,zero,statevector
19,524288,1.519511546997819,345037.19371916854,0.001378119774257609,CPU,zero,statevector
20,524288,2.4655758049921133,212643.2287899893,0.0013814024321064087,CPU,zero,statevector
21,524288,3.5218988499982515,148865.14983252864,0.0013808229317165835,CPU,zero,statevector
22,524288,4.9425685799942585,106076.0192831981,0.001381426133764679,CPU,zero,statevector
23,524288,5.899705472998903,88866.80909742042,0.0013813629284388982,CPU,zero,statevector
24,524288,7.785903071999201,67338.11031960067,0.001380838739498594,CPU,zero,statevector
25,524288,16.710487325006397,31374.788167633484,0.001381004710285146,CPU,zero,statevector
26,524288,33.157176000997424,15812.203065310161,0.001380851912512032,CPU,zero,statevector
27,524288,64.07043043999874,8182.994813668217,0.001381073200350991,CPU,zero,statevector
